Chr	Start	End	Center	Experiment Insertions	Background insertions	Reference Insertions	pvalue Reference	pvalue Background	Fraction Experiment	TPH Experiment	Fraction background	TPH background	TPH background subtracted	pvalue_adj Reference	Nearest Refseq1	Gene Name1	Direction1	Distance1	Nearest Refseq2	Gene Name2	Direction2	Distance2
chr1	10993906	10994435	10994106	23	24	4	0	0.0088170031625143	1.95208232016017e-05	1952.08232016017	1.60066587700483e-05	1600.66587700483	351.416443155339	0	NM_029525	Prex2	+	0	NR_030645	Mir467e	-	-128033
chr1	11090726	11091129	11090926	6	4	1	4.14447254293293e-10	0.0126160289454441	5.09238866128741e-06	509.238866128741	2.66777646167472e-06	266.777646167472	242.461219961268	3.30533135944578e-07	NM_029525	Prex2	+	0	NM_001033636	Prex2	+	172834
chr1	11953354	11953846	11953643	7	5	8	1.3186140512822e-08	0.0181788442888811	5.94112010483531e-06	594.112010483531	3.3347205770934e-06	333.47205770934	260.63995277419	8.5658555146372e-06	NM_177173	A830018L16Rik	+	0	NM_001160370	A830018L16Rik	+	-351534
chr1	12332631	12333097	12332831	6	2	6	3.34484509312283e-07	0.0008002986294364	5.09238866128741e-06	509.238866128741	1.33388823083736e-06	133.388823083736	375.850043045004	0.0001757250975385	NR_105759	Mir6341	+	92889	NR_045297	Gm17644	+	334466
chr1	12610745	12611288	12611085	7	4	3	6.27539797903864e-10	0.0121536996884201	5.94112010483531e-06	594.112010483531	2.66777646167472e-06	266.777646167472	327.334364316058	4.87816207846035e-07	NR_045297	Gm17644	+	56275	NM_001198566	Sulf1	+	81142
chr1	14131733	14132136	14131933	6	5	2	8.00726496219539e-09	0.0484048539604854	5.09238866128741e-06	509.238866128741	3.3347205770934e-06	333.47205770934	175.7668084194	5.36577792903476e-06	NM_010164	Eya1	-	36822	NR_004447	Gm5523	-	-344805
chr1	14464929	14465364	14465161	13	9	2	0	0.0017086270413713	1.10335087661227e-05	1103.35087661227	6.00249703876813e-06	600.249703876813	503.101172735459	0	NM_010164	Eya1	-	-154731	NM_010827	Msc	-	287982
chr1	14566155	14566724	14566521	9	8	5	2.47699638578069e-11	0.0259164802600325	7.63858299193111e-06	763.858299193111	5.33555292334945e-06	533.555292334945	230.303006858166	2.27317868934878e-08	NM_010827	Msc	-	186622	NM_010164	Eya1	-	-255957
chr1	14625816	14626420	14626116.5	16	8	5	0	2.10847857810004e-05	1.35797030967664e-05	1357.97030967664	5.33555292334945e-06	533.555292334945	824.415017341697	0	NM_010827	Msc	-	126926	NM_177781	Trpa1	-	246224
chr1	16608151	16608838	16608351	29	6	6	0	3.51496609596325e-13	2.46132118628891e-05	2461.32118628891	4.00166469251209e-06	400.166469251209	2061.1547170377	0	NM_001271016	Ube2w	-	0	NM_001310470	Eloc	-	32887
chr1	16617992	16618752	16618469	21	13	7	0	0.0041888979331036	1.78233603145059e-05	1782.33603145059	8.67027350044285e-06	867.027350044285	915.308681406307	0	NM_001271016	Ube2w	-	0	NM_001310470	Eloc	-	22973
chr1	16656867	16657270	16657067	5	1	1	3.70442092556544e-08	0.0004859198450841	4.24365721773951e-06	424.365721773951	6.66944115418681e-07	66.6944115418681	357.671310232082	2.2684227797217e-05	NM_001310470	Eloc	-	0	NM_026456	Eloc	-	-3
chr1	17959887	17960503	17960157.5	6	0	7	1.96720906231462e-09	1.81800130505394e-11	5.09238866128741e-06	509.238866128741	0	0	509.238866128741	1.43659896080241e-06	NM_001347048	Crisp4	-	154688	NM_031402	Crispld1	+	-193681
chr1	19565858	19566418	19566058	5	1	4	8.93053019312973e-08	7.68255658736283e-05	4.24365721773951e-06	424.365721773951	6.66944115418681e-07	66.6944115418681	357.671310232082	5.13687926747922e-05	NM_001286340	Tfap2b	+	-327014	NM_153154	Tfap2d	+	-397272
chr1	19849433	19849887	19849684	7	3	2	1.96500593574456e-11	0.0007164913739117	5.94112010483531e-06	594.112010483531	2.00083234625604e-06	200.083234625604	394.028775857926	1.82555757482351e-08	NM_153179	Pkhd1	-	207892	NR_045734	4930486I03Rik	+	506567
chr1	20848725	20849153	20848950	5	3	2	2.5376432566393e-07	0.0331586664607531	4.24365721773951e-06	424.365721773951	2.00083234625604e-06	200.083234625604	224.282487148346	0.0001359811050382	NM_008563	Mcm3	-	-28513	NR_040492	6720483E21Rik	-	39497
chr1	20912365	20912955	20912658.5	6	2	6	1.62110857260256e-06	0.0013682888536612	5.09238866128741e-06	509.238866128741	1.33388823083736e-06	133.388823083736	375.850043045004	0.0007712085689625	NM_028829	Paqr8	+	0	NR_040492	6720483E21Rik	-	-21893
chr1	21078202	21078605	21078402	7	4	2	3.64256846907551e-10	0.0146954477759365	5.94112010483531e-06	594.112010483531	2.66777646167472e-06	266.777646167472	327.334364316058	2.92291375384444e-07	NM_177409	Tram2	-	0	NM_027974	Efhc1	+	-87362
chr1	21094177	21094674	21094377	5	3	2	3.25011904944716e-07	0.0308104864742124	4.24365721773951e-06	424.365721773951	2.00083234625604e-06	200.083234625604	224.282487148346	0.0001711082038996	NM_177409	Tram2	-	-14953	NM_027974	Efhc1	+	-103337
chr1	21820153	21820577	21820374	6	3	4	5.60880070832326e-07	0.0025716376199214	5.09238866128741e-06	509.238866128741	2.00083234625604e-06	200.083234625604	309.155631503136	0.0002853676117823	NM_001310477	Kcnq5	-	0	NM_001113187	Khdc1b	+	-433770
chr1	23190952	23191374	23191161.5	8	5	3	1.10668807451475e-10	0.0203498241747939	6.78985154838321e-06	678.985154838321	3.3347205770934e-06	333.47205770934	345.51309712898	9.41755757879466e-08	NR_029533	Mir30a	+	80895	NM_025746	4933415F23Rik	-	-88700
chr1	23201733	23202269	23201933	15	8	4	0	0.0008110647295895	1.27309716532185e-05	1273.09716532185	5.33555292334945e-06	533.555292334945	739.541872986907	0	NR_029533	Mir30a	+	70000	NR_029717	Mir30c-2	+	89432
chr1	23202937	23203340	23203137	6	3	1	9.94605398041415e-10	0.011976826442522	5.09238866128741e-06	509.238866128741	2.00083234625604e-06	200.083234625604	309.155631503136	7.53138024976044e-07	NR_029533	Mir30a	+	68929	NR_029717	Mir30c-2	+	88361
chr1	23214600	23215339	23214800	28	19	4	0	0.0007001614621326	2.37644804193412e-05	2376.44804193412	1.26719381929549e-05	1267.19381929549	1109.25422263863	0	NR_029533	Mir30a	+	56930	NR_029717	Mir30c-2	+	76362
chr1	23257016	23257433	23257230	6	1	3	7.84328149094904e-08	3.51115822255776e-05	5.09238866128741e-06	509.238866128741	6.66944115418681e-07	66.6944115418681	442.544454586873	4.55340332395468e-05	NR_029533	Mir30a	+	14836	NR_029717	Mir30c-2	+	34268
chr1	23270597	23271157	23270954	27	21	6	0	0.005250297813411	2.29157489757933e-05	2291.57489757933	1.40058264237923e-05	1400.58264237923	890.992255200103	0	NR_029533	Mir30a	+	1112	NR_029717	Mir30c-2	+	20544
chr1	23323123	23323526	23323323	6	4	2	1.4427944727835e-08	0.0415076147452664	5.09238866128741e-06	509.238866128741	2.66777646167472e-06	266.777646167472	242.461219961268	9.31422751173546e-06	NR_029717	Mir30c-2	+	-31340	NM_001081079	Ogfrl1	-	42898
chr1	23911194	23911765	23911479	5	2	5	1.89675428141634e-07	0.0034638582227448	4.24365721773951e-06	424.365721773951	1.33388823083736e-06	133.388823083736	290.976898690214	0.0001035663056901	NM_028534	Smap1	-	0	NR_110972	Smap1	-	-1459
chr1	24099205	24099736	24099479	18	16	5	0	0.0178187513396317	1.52771659838622e-05	1527.71659838622	1.06711058466989e-05	1067.11058466989	460.606013716333	0	NM_026604	Fam135a	-	0	NM_007740	Col9a1	+	77874
chr1	24586273	24586676	24586473	5	0	2	2.13410403793191e-08	1.27489874213182e-09	4.24365721773951e-06	424.365721773951	0	0	424.365721773951	1.34997558975012e-05	NM_007733	Col19a1	-	0	NM_026719	Lmbrd1	+	91868
chr1	25017615	25018018	25017815	18	8	1	0	0.0007508622073457	1.52771659838622e-05	1527.71659838622	5.33555292334945e-06	533.555292334945	994.161306051278	0	NM_175642	Adgrb3	-	49458	NM_026719	Lmbrd1	+	-251315
chr1	30939685	30940510	30940165	10	4	15	2.44125227810699e-08	0.0003171413205708	8.48731443547901e-06	848.731443547901	2.66777646167472e-06	266.777646167472	581.953797380429	1.53385872240097e-05	NM_011200	Ptp4a1	-	0	NR_002688	Gm13363	-	1082
chr1	31158796	31159221	31158996	8	6	3	3.48377993120152e-11	0.0369407413615813	6.78985154838321e-06	678.985154838321	4.00166469251209e-06	400.166469251209	278.818685587112	3.13383643121551e-08	NR_033445	4931428L18Rik	-	0	NM_153601	Lgsn	+	17214
chr1	33673688	33674091	33673888	7	2	2	1.73590565255566e-08	0.0002600187373511	5.94112010483531e-06	594.112010483531	1.33388823083736e-06	133.388823083736	460.723187399795	1.11021907371922e-05	NR_033199	1700001G17Rik	+	-2977	NM_008922	Prim2	-	-3895
chr1	33683028	33683721	33683518	14	5	5	7.23865412055602e-14	1.18541027035457e-05	1.18822402096706e-05	1188.22402096706	3.3347205770934e-06	333.47205770934	854.751963257721	8.54368293457692e-11	NR_033199	1700001G17Rik	+	-12317	NM_008922	Prim2	-	-13235
chr1	33711631	33712198	33711995	9	7	2	3.86630727433612e-11	0.0470718854878854	7.63858299193111e-06	763.858299193111	4.66860880793077e-06	466.860880793077	296.997418400034	3.45982782508258e-08	NM_008999	Rab23	+	7698	NM_001159729	Rab23	+	8221
chr1	33810840	33811243	33811040	5	0	1	4.70031691346406e-07	1.27489874213182e-09	4.24365721773951e-06	424.365721773951	0	0	424.365721773951	0.0002416494184016	NM_133817	Zfp451	-	0	NM_001161816	Gm15455	-	24656
chr1	33980513	33980978	33980724	12	8	4	1.07438502539026e-11	0.0109496564875852	1.01847773225748e-05	1018.47773225748	5.33555292334945e-06	533.555292334945	484.922439922537	1.02587128989839e-08	NM_001276764	Dst	+	0	NM_133833	Dst	+	30847
chr1	33989314	33989788	33989552	15	4	4	2.1094237467878e-15	2.40502144643884e-07	1.27309716532185e-05	1273.09716532185	2.66777646167472e-06	266.777646167472	1006.31951915438	2.8514311801057e-12	NM_001276764	Dst	+	0	NM_133833	Dst	+	22037
chr1	34110708	34111252	34111049	11	9	4	1.7378654071365e-10	0.0481553235451203	9.33604587902691e-06	933.604587902691	6.00249703876813e-06	600.249703876813	333.354884025879	1.45036275522378e-07	NM_001276764	Dst	+	0	NR_105861	Mir6896	+	6107
chr1	34139118	34139521	34139318	7	3	1	1.04589648053377e-09	0.0029142952577081	5.94112010483531e-06	594.112010483531	2.00083234625604e-06	200.083234625604	394.028775857926	7.90018624906678e-07	NM_001276764	Dst	+	0	NM_010081	Dst	+	20809
chr1	34235814	34236436	34236146	14	6	7	1.047006925603e-11	0.0001034192905083	1.18822402096706e-05	1188.22402096706	4.00166469251209e-06	400.166469251209	788.057551715853	1.00077209709115e-08	NM_001276764	Dst	+	0	NM_010081	Dst	+	-51912
chr1	34842082	34842683	34842480	11	1	6	1.85296222809939e-13	5.34415067754423e-10	9.33604587902691e-06	933.604587902691	6.66944115418681e-07	66.6944115418681	866.910176360823	2.1048031818e-10	NM_001160236	Fam168b	-	0	NM_175421	Plekhb2	+	7276
chr1	35806634	35807037	35806834	9	4	1	3.530509218308e-14	0.003939138227378	7.63858299193111e-06	763.858299193111	2.66777646167472e-06	266.777646167472	497.080653025639	4.2951558091908e-11	NM_015818	Hs6st1	+	261363	NM_198899	Uggt1	-	332991
chr1	35982381	35982915	35982666	10	1	6	2.80257939078155e-09	9.72446978497743e-09	8.48731443547901e-06	848.731443547901	6.66944115418681e-07	66.6944115418681	782.037032006033	2.00510699306224e-06	NM_015818	Hs6st1	+	85485	NM_198899	Uggt1	-	157113
chr1	36323666	36324080	36323866	11	1	4	1.83473236603504e-11	8.64038951498003e-10	9.33604587902691e-06	933.604587902691	6.66944115418681e-07	66.6944115418681	866.910176360823	1.707413614555e-08	NM_001290727	Arid5a	+	0	NM_001310513	Kansl3	-	11650
chr1	36696345	36696841	36696638	6	0	3	2.46241696810756e-07	1.81800130505394e-11	5.09238866128741e-06	509.238866128741	0	0	509.238866128741	0.0001322981453251	NM_146107	Actr1b	-	2361	NM_009942	Cox5b	+	-2958
chr1	37474876	37475537	37475076	7	1	2	1.93053351082995e-10	1.09869917328531e-05	5.94112010483531e-06	594.112010483531	6.66944115418681e-07	66.6944115418681	527.417598941663	1.60337004092718e-07	NM_173870	Mgat4a	-	0	NR_024017	4930594C11Rik	-	10314
chr1	37631278	37631681	37631478	7	4	1	2.16530127161718e-11	0.0243945143286068	5.94112010483531e-06	594.112010483531	2.66777646167472e-06	266.777646167472	327.334364316058	2.00250419163524e-08	NM_028096	2010300C02Rik	-	0	NM_173870	Mgat4a	-	-90263
chr1	37709045	37709448	37709245	6	2	2	1.27912681557874e-08	0.0021732834903656	5.09238866128741e-06	509.238866128741	1.33388823083736e-06	133.388823083736	375.850043045004	8.32409259160607e-06	NM_028096	2010300C02Rik	-	0	NM_207228	Tsga10	-	45124
chr1	37723731	37724335	37724132	8	4	6	1.30112931540083e-08	0.0082126126464583	6.78985154838321e-06	678.985154838321	2.66777646167472e-06	266.777646167472	412.207508670849	8.45526938349247e-06	NM_028096	2010300C02Rik	-	-3921	NM_207228	Tsga10	-	30237
chr1	38286137	38286540	38286337	5	3	1	3.08659245940035e-08	0.0294131335989745	4.24365721773951e-06	424.365721773951	2.00083234625604e-06	200.083234625604	224.282487148346	1.91266924322706e-05	NM_001290814	Aff3	-	0	NM_019570	Rev1	-	-156476
chr1	38708358	38708788	38708558	8	4	2	2.89268609066085e-12	0.0118089602077533	6.78985154838321e-06	678.985154838321	2.66777646167472e-06	266.777646167472	412.207508670849	2.93807625716619e-09	NM_001290814	Aff3	-	-81115	NM_001029878	Lonrf2	-	85721
chr1	39695146	39695680	39695477	9	4	4	1.72621050786859e-09	0.0092608961658916	7.63858299193111e-06	763.858299193111	2.66777646167472e-06	266.777646167472	497.080653025639	1.26886117509364e-06	NM_001145660	Rfx8	-	0	NM_170597	Creg2	-	-43965
chr1	40514812	40515280	40515059	7	5	4	6.09677623941707e-08	0.0391975847323423	5.94112010483531e-06	594.112010483531	3.3347205770934e-06	333.47205770934	260.63995277419	3.60609723481459e-05	NM_010553	Il18rap	+	82	NM_008365	Il18r1	+	-13959
chr1	40836005	40836408	40836205	5	1	3	9.92549008871357e-07	0.0001691331001913	4.24365721773951e-06	424.365721773951	6.66944115418681e-07	66.6944115418681	357.671310232082	0.0004873196741053	NM_001081198	Tmem182	+	0	NM_172499	Mfsd9	-	-45349
chr1	40849137	40849540	40849337	12	11	1	0	0.0493323498223934	1.01847773225748e-05	1018.47773225748	7.33638526960549e-06	733.638526960549	284.839205296932	0	NM_001081198	Tmem182	+	0	NM_172499	Mfsd9	-	-58481
chr1	40967398	40968016	40967729	6	4	7	1.68839107117513e-06	0.0243366969414775	5.09238866128741e-06	509.238866128741	2.66777646167472e-06	266.777646167472	242.461219961268	0.0008010684336507	NM_001081198	Tmem182	+	-112132	NM_172499	Mfsd9	-	-176742
chr1	41747708	41748175	41747927	8	5	7	7.46542017093788e-09	0.0093703308040047	6.78985154838321e-06	678.985154838321	3.3347205770934e-06	333.47205770934	345.51309712898	5.02533904336386e-06	NR_040475	4930448I06Rik	-	-566457	NM_001081198	Tmem182	+	-892442
chr1	41890498	41890972	41890769	8	5	5	2.46746711951573e-09	0.0086625623058607	6.78985154838321e-06	678.985154838321	3.3347205770934e-06	333.47205770934	345.51309712898	1.77854053208315e-06	NR_040475	4930448I06Rik	-	-709247	NR_027826	Pantr1	-	757228
chr1	42677523	42677966	42677763	7	2	2	4.74319775678467e-08	6.61056978404906e-05	5.94112010483531e-06	594.112010483531	1.33388823083736e-06	133.388823083736	460.723187399795	2.85774312854874e-05	NR_027826	Pantr1	-	0	NM_008900	Pou3f3	+	19180
chr1	42684403	42684806	42684603	11	5	1	5.55111512312578e-16	0.0001005451804095	9.33604587902691e-06	933.604587902691	3.3347205770934e-06	333.47205770934	600.132530193351	7.91426527343995e-13	NR_027826	Pantr1	-	0	NM_008900	Pou3f3	+	12340
chr1	42686265	42686668	42686465	12	8	2	7.99360577730113e-15	0.0017631988819831	1.01847773225748e-05	1018.47773225748	5.33555292334945e-06	533.555292334945	484.922439922537	1.02654045936262e-11	NR_027826	Pantr1	-	0	NM_008900	Pou3f3	+	10478
chr1	42713825	42714301	42714098	13	3	2	2.22044604925031e-16	1.59592902226891e-08	1.10335087661227e-05	1103.35087661227	2.00083234625604e-06	200.083234625604	903.267641986667	3.26823567019892e-13	NR_110495	Pantr2	-	-372	NR_027891	2900092D14Rik	+	-10650
chr1	42718170	42718573	42718370	6	2	1	2.79278901116342e-08	0.0003965048993955	5.09238866128741e-06	509.238866128741	1.33388823083736e-06	133.388823083736	375.850043045004	1.74100617971932e-05	NR_110495	Pantr2	-	-4717	NR_027891	2900092D14Rik	+	-14995
chr1	42851718	42852173	42851931	14	11	3	8.88178419700125e-16	0.0038445570986981	1.18822402096706e-05	1188.22402096706	7.33638526960549e-06	733.638526960549	454.585494006513	1.24307747150554e-12	NM_023514	Mrps9	+	0	NR_130904	Dalir	+	-98833
chr1	43091504	43091907	43091704	5	3	1	8.61107673166828e-07	0.0144339093313754	4.24365721773951e-06	424.365721773951	2.00083234625604e-06	200.083234625604	224.282487148346	0.0004266321851233	NM_001013025	Tgfbrap1	-	0	NM_133818	AI597479	+	6803
chr1	43098032	43098435	43098232	12	12	1	0	0.0406086431516965	1.01847773225748e-05	1018.47773225748	8.00332938502417e-06	800.332938502417	218.144793755064	0	NM_001013025	Tgfbrap1	-	0	NM_133818	AI597479	+	275
chr1	43169714	43170117	43169914	13	5	2	4.44089209850063e-16	5.75718377704426e-06	1.10335087661227e-05	1103.35087661227	3.3347205770934e-06	333.47205770934	769.878818902931	6.3777113940262e-13	NM_001289533	Fhl2	-	0	NM_010212	Fhl2	-	-5754
chr1	43413225	43413628	43413425	7	0	2	1.32998001500795e-09	2.26929586233382e-13	5.94112010483531e-06	594.112010483531	0	0	594.112010483531	9.90452003449079e-07	NM_010879	Nck2	+	32123	NM_001289533	Fhl2	-	-216465
chr1	43785425	43785999	43785735	9	4	6	2.63979504921963e-09	0.0013133675835067	7.63858299193111e-06	763.858299193111	2.66777646167472e-06	266.777646167472	497.080653025639	1.89530081019603e-06	NM_026430	Uxs1	-	0	NM_024283	1500015O10Rik	+	-42862
chr1	44552198	44552601	44552398	18	13	1	0	0.0032729236050096	1.52771659838622e-05	1527.71659838622	8.67027350044285e-06	867.027350044285	660.689248341937	0	NM_028450	Gulp1	+	0	NR_040602	4930521E06Rik	-	187074
chr1	45146786	45147322	45147017	10	7	6	9.2483942726318e-10	0.0116956155594895	8.48731443547901e-06	848.731443547901	4.66860880793077e-06	466.860880793077	381.870562754825	7.03993430657135e-07	NM_009930	Col3a1	+	164216	NM_007737	Col5a2	-	227009
chr1	45625325	45625815	45625598	14	11	5	5.11812814352197e-14	0.0137973038300144	1.18822402096706e-05	1188.22402096706	7.33638526960549e-06	733.638526960549	454.585494006513	6.1116929661682e-11	NM_007737	Col5a2	-	-122044	NM_028599	Wdr75	+	169686
chr1	45837888	45838291	45838088	11	0	3	6.36490860017602e-13	0	9.33604587902691e-06	933.604587902691	0	0	933.604587902691	6.86550279357861e-10	NM_028599	Wdr75	+	-14276	NM_016917	Slc40a1	-	69779
chr1	45863958	45864620	45864279	8	6	5	1.43655961015732e-07	0.0292264257633039	6.78985154838321e-06	678.985154838321	4.00166469251209e-06	400.166469251209	278.818685587112	8.00524298536016e-05	NM_028599	Wdr75	+	-40346	NM_016917	Slc40a1	-	43450
chr1	45864605	45865008	45864805	13	12	1	0	0.0467001855479418	1.10335087661227e-05	1103.35087661227	8.00332938502417e-06	800.332938502417	303.017938109855	0	NM_028599	Wdr75	+	-40993	NM_016917	Slc40a1	-	43062
chr1	46075898	46076301	46076098	10	2	4	2.61179966543068e-12	6.67729209924417e-07	8.48731443547901e-06	848.731443547901	1.33388823083736e-06	133.388823083736	715.342620464165	2.66212485739e-09	NM_001160386	Dnah7b	+	0	NR_037690	Stk-ps2	-	-45462
chr1	46852281	46852723	46852520	8	4	4	2.28087548848066e-11	0.015122828989441	6.78985154838321e-06	678.985154838321	2.66777646167472e-06	266.777646167472	412.207508670849	2.10372812982341e-08	NM_172653	Slc39a10	-	0	NM_001310335	Dnah7c	+	-44805
chr1	47051091	47051583	47051380	6	1	2	1.25652022120448e-09	8.12299618609957e-05	5.09238866128741e-06	509.238866128741	6.66944115418681e-07	66.6944115418681	442.544454586873	9.38796961950143e-07	NM_172653	Slc39a10	-	-197583	NM_001310335	Dnah7c	+	-243615
chr1	50926184	50926587	50926384	6	1	1	1.19236298612435e-09	1.34705341535701e-05	5.09238866128741e-06	509.238866128741	6.66944115418681e-07	66.6944115418681	442.544454586873	8.93776992862249e-07	NM_019790	Tmeff2	+	936	NR_045151	9330175M20Rik	-	291799
chr1	51119228	51120072	51119745	15	11	9	2.99760216648792e-14	0.0022654495413204	1.27309716532185e-05	1273.09716532185	7.33638526960549e-06	733.638526960549	539.458638361303	3.66874547656694e-11	NM_019790	Tmeff2	+	0	NR_045151	9330175M20Rik	-	98314
chr1	51124812	51125215	51125012	5	1	1	8.48442311962572e-08	0.0001076882809734	4.24365721773951e-06	424.365721773951	6.66944115418681e-07	66.6944115418681	357.671310232082	4.90026719535082e-05	NM_019790	Tmeff2	+	0	NR_045151	9330175M20Rik	-	93171
chr1	51250193	51250699	51250393	11	8	2	1.88737914186277e-15	0.0068070197586896	9.33604587902691e-06	933.604587902691	5.33555292334945e-06	533.555292334945	400.049295567747	2.56578719265357e-12	NR_045151	9330175M20Rik	-	0	NM_138741	Cavin2	+	38427
chr1	51291407	51292046	51291792	13	13	6	1.50435219836709e-13	0.043134359664358	1.10335087661227e-05	1103.35087661227	8.67027350044285e-06	867.027350044285	236.323526567987	1.72412714344879e-10	NR_045151	9330175M20Rik	-	0	NM_019790	Tmeff2	+	-104138
chr1	52113151	52113719	52113516	23	17	2	0	0.035186003047342	1.95208232016017e-05	1952.08232016017	1.13380499621176e-05	1133.80499621176	818.277323948415	0	NM_001205314	Stat1	+	5719	NM_001205313	Stat1	+	5903
chr1	52118568	52118971	52118768	12	8	2	0	0.0457365436617321	1.01847773225748e-05	1018.47773225748	5.33555292334945e-06	533.555292334945	484.922439922537	0	NM_001205314	Stat1	+	467	NM_001205313	Stat1	+	651
chr1	52231918	52232321	52232118	10	4	2	4.41868763800812e-14	0.001960665875795	8.48731443547901e-06	848.731443547901	2.66777646167472e-06	266.777646167472	581.953797380429	5.31455722727202e-11	NM_001081081	Gls	-	0	NM_001205314	Stat1	+	-70054
