Chr	Start	End	Center	Experiment Insertions	Background insertions	Reference Insertions	pvalue Reference	pvalue Background	Fraction Experiment	TPH Experiment	Fraction background	TPH background	TPH background subtracted	pvalue_adj Reference	Nearest Refseq1	Gene Name1	Direction1	Distance1	Nearest Refseq2	Gene Name2	Direction2	Distance2
chr1	10038548	10039174	10038787.0	22	20	8	0.0	0.0193483601865669	1.8672091758053822e-05	1867.2091758053823	1.3338882308373616e-05	1333.8882308373618	533.3209449680207	0.0	NM_026493	Cspp1	+	0	NM_001277101	Cops5	-	-390
chr1	10872075	10872562	10872359.0	21	21	3	0.0	0.0065040104697848	1.7823360314505925e-05	1782.3360314505924	1.4005826423792298e-05	1400.5826423792298	381.75338907136256	0.0	NR_030645	Mir467e	-	-6202	NM_029525	Prex2	+	120903
chr1	10940376	10941023	10940576.0	8	7	8	9.995980043697728e-09	0.0244917522880785	6.789851548383209e-06	678.9851548383209	4.6686088079307655e-06	466.8608807930766	212.1242740452443	6.6185941540315175e-06	NM_029525	Prex2	+	52442	NR_030645	Mir467e	-	-74503
chr1	10955048	10955451	10955248.0	5	0	1	1.8957280856213288e-08	1.2748987421318247e-09	4.243657217739505e-06	424.36572177395055	0.0	0.0	424.36572177395055	1.2064019955574196e-05	NM_029525	Prex2	+	38014	NR_030645	Mir467e	-	-89175
chr1	10993906	10994435	10994106.0	23	24	4	0.0	0.0088170031625143	1.9520823201601726e-05	1952.082320160173	1.600665877004834e-05	1600.665877004834	351.4164431553386	0.0	NM_029525	Prex2	+	0	NR_030645	Mir467e	-	-128033
chr1	11090726	11091129	11090926.0	6	4	1	4.1444725429329305e-10	0.0126160289454441	5.092388661287407e-06	509.2388661287407	2.6677764616747237e-06	266.7776461674723	242.46121996126837	3.305331359445783e-07	NM_029525	Prex2	+	0	NM_001033636	Prex2	+	172834
chr1	11953354	11953846	11953643.0	7	5	8	1.3186140512821964e-08	0.0181788442888811	5.941120104835308e-06	594.1120104835308	3.334720577093404e-06	333.47205770934045	260.6399527741903	8.565855514637197e-06	NM_177173	A830018L16Rik	+	0	NM_001160370	A830018L16Rik	+	-351534
chr1	12332631	12333097	12332831.0	6	2	6	3.344845093122828e-07	0.0008002986294364	5.092388661287407e-06	509.2388661287407	1.3338882308373617e-06	133.38882308373616	375.8500430450045	0.0001757250975385	NR_105759	Mir6341	+	92889	NR_045297	Gm17644	+	334466
chr1	12610745	12611288	12611085.0	7	4	3	6.275397979038644e-10	0.0121536996884201	5.941120104835308e-06	594.1120104835308	2.6677764616747237e-06	266.7776461674723	327.33436431605844	4.878162078460345e-07	NR_045297	Gm17644	+	56275	NM_001198566	Sulf1	+	81142
chr1	12991214	12991735	12991532.0	17	14	6	0.0	0.0404845593283297	1.442843454031432e-05	1442.843454031432	9.337217615861533e-06	933.7217615861532	509.1216924452788	0.0	NM_172841	Slco5a1	-	-80	NM_001081209	Prdm14	-	121693
chr1	14131733	14132136	14131933.0	6	5	2	8.007264962195393e-09	0.0484048539604854	5.092388661287407e-06	509.2388661287407	3.334720577093404e-06	333.47205770934045	175.7668084194002	5.36577792903476e-06	NM_010164	Eya1	-	36822	NR_004447	Gm5523	-	-344805
chr1	14464929	14465364	14465161.0	13	9	2	0.0	0.0017086270413713	1.1033508766122714e-05	1103.3508766122716	6.002497038768128e-06	600.2497038768128	503.1011727354588	0.0	NM_010164	Eya1	-	-154731	NM_010827	Msc	-	287982
chr1	14566155	14566724	14566521.0	9	8	5	2.4769963857806943e-11	0.0259164802600325	7.63858299193111e-06	763.8582991931111	5.335552923349447e-06	533.5552923349446	230.30300685816644	2.2731786893487833e-08	NM_010827	Msc	-	186622	NM_010164	Eya1	-	-255957
chr1	14625816	14626420	14626116.5	16	8	5	0.0	2.108478578100037e-05	1.3579703096766416e-05	1357.9703096766418	5.335552923349447e-06	533.5552923349446	824.4150173416972	0.0	NM_010827	Msc	-	126926	NM_177781	Trpa1	-	246224
chr1	15805938	15806411	15806138.0	9	3	2	2.242650509742816e-14	0.0003805963334075	7.63858299193111e-06	763.8582991931111	2.0008323462560426e-06	200.08323462560423	563.7750645675068	2.7762786466685697e-11	NM_001286628	Terf1	+	0	NM_001033288	Sbspon	-	47451
chr1	16114454	16115008	16114696.5	6	2	5	3.116939125691332e-07	0.0039364675310615	5.092388661287407e-06	509.2388661287407	1.3338882308373617e-06	133.38882308373616	375.8500430450045	0.0001646326170016	NM_133832	Rdh10	+	0	NM_011291	Rpl7	-	-10022
chr1	16608151	16608838	16608351.0	29	6	6	0.0	3.514966095963246e-13	2.4613211862889133e-05	2461.3211862889134	4.001664692512085e-06	400.1664692512085	2061.154717037705	0.0	NM_001271016	Ube2w	-	0	NM_001310470	Eloc	-	32887
chr1	16617992	16618752	16618469.0	21	13	7	0.0	0.0041888979331036	1.7823360314505925e-05	1782.3360314505924	8.67027350044285e-06	867.0273500442851	915.3086814063072	0.0	NM_001271016	Ube2w	-	0	NM_001310470	Eloc	-	22973
chr1	16656867	16657270	16657067.0	5	1	1	3.704420925565444e-08	0.0004859198450841	4.243657217739505e-06	424.36572177395055	6.669441154186808e-07	66.69441154186808	357.6713102320825	2.2684227797217008e-05	NM_001310470	Eloc	-	0	NM_026456	Eloc	-	-3
chr1	16661485	16662007	16661685.0	44	39	4	0.0	0.036137606844682	3.734418351610765e-05	3734.418351610765	2.6010820501328552e-05	2601.082050132856	1133.3363014779095	0.0	NR_037998	D030040B21Rik	+	0	NM_027415	Tmem70	+	3184
chr1	16662338	16663225	16662632.5	22	13	11	0.0	0.0014768585973198	1.8672091758053822e-05	1867.2091758053823	8.67027350044285e-06	867.0273500442851	1000.1818257610976	0.0	NR_037998	D030040B21Rik	+	-61	NM_027415	Tmem70	+	1966
chr1	17959887	17960503	17960157.5	6	0	7	1.9672090623146232e-09	1.8180013050539398e-11	5.092388661287407e-06	509.2388661287407	0.0	0.0	509.2388661287407	1.4365989608024148e-06	NM_001347048	Crisp4	-	154688	NM_031402	Crispld1	+	-193681
chr1	19565858	19566418	19566058.0	5	1	4	8.930530193129728e-08	7.682556587362832e-05	4.243657217739505e-06	424.36572177395055	6.669441154186808e-07	66.69441154186808	357.6713102320825	5.136879267479215e-05	NM_001286340	Tfap2b	+	-327014	NM_153154	Tfap2d	+	-397272
chr1	19849433	19849887	19849684.0	7	3	2	1.965005935744557e-11	0.0007164913739117	5.941120104835308e-06	594.1120104835308	2.0008323462560426e-06	200.08323462560423	394.02877585792646	1.8255575748235072e-08	NM_153179	Pkhd1	-	207892	NR_045734	4930486I03Rik	+	506567
chr1	20848725	20849153	20848950.0	5	3	2	2.537643256639299e-07	0.0331586664607531	4.243657217739505e-06	424.36572177395055	2.0008323462560426e-06	200.08323462560423	224.2824871483463	0.0001359811050382	NM_008563	Mcm3	-	-28513	NR_040492	6720483E21Rik	-	39497
chr1	20912365	20912955	20912658.5	6	2	6	1.6211085726025587e-06	0.0013682888536612	5.092388661287407e-06	509.2388661287407	1.3338882308373617e-06	133.38882308373616	375.8500430450045	0.0007712085689625	NM_028829	Paqr8	+	0	NR_040492	6720483E21Rik	-	-21893
chr1	21078202	21078605	21078402.0	7	4	2	3.642568469075513e-10	0.0146954477759365	5.941120104835308e-06	594.1120104835308	2.6677764616747237e-06	266.7776461674723	327.33436431605844	2.922913753844444e-07	NM_177409	Tram2	-	0	NM_027974	Efhc1	+	-87362
chr1	21094177	21094674	21094377.0	5	3	2	3.250119049447165e-07	0.0308104864742124	4.243657217739505e-06	424.36572177395055	2.0008323462560426e-06	200.08323462560423	224.2824871483463	0.0001711082038996	NM_177409	Tram2	-	-14953	NM_027974	Efhc1	+	-103337
chr1	21820153	21820577	21820374.0	6	3	4	5.608800708323258e-07	0.0025716376199214	5.092388661287407e-06	509.2388661287407	2.0008323462560426e-06	200.08323462560423	309.1556315031364	0.0002853676117823	NM_001310477	Kcnq5	-	0	NM_001113187	Khdc1b	+	-433770
chr1	23190952	23191374	23191161.5	8	5	3	1.10668807451475e-10	0.0203498241747939	6.789851548383209e-06	678.9851548383209	3.334720577093404e-06	333.47205770934045	345.51309712898046	9.41755757879466e-08	NR_029533	Mir30a	+	80895	NM_025746	4933415F23Rik	-	-88700
chr1	23201733	23202269	23201933.0	15	8	4	0.0	0.0008110647295895	1.2730971653218515e-05	1273.0971653218517	5.335552923349447e-06	533.5552923349446	739.541872986907	0.0	NR_029533	Mir30a	+	70000	NR_029717	Mir30c-2	+	89432
chr1	23202937	23203340	23203137.0	6	3	1	9.946053980414151e-10	0.011976826442522	5.092388661287407e-06	509.2388661287407	2.0008323462560426e-06	200.08323462560423	309.1556315031364	7.531380249760441e-07	NR_029533	Mir30a	+	68929	NR_029717	Mir30c-2	+	88361
chr1	23214600	23215339	23214800.0	28	19	4	0.0	0.0007001614621326	2.3764480419341236e-05	2376.448041934123	1.2671938192954936e-05	1267.1938192954935	1109.2542226386297	0.0	NR_029533	Mir30a	+	56930	NR_029717	Mir30c-2	+	76362
chr1	23256594	23256997	23256794.0	16	6	1	0.0	9.659593007360634e-06	1.3579703096766416e-05	1357.9703096766418	4.001664692512085e-06	400.1664692512085	957.8038404254332	0.0	NR_029533	Mir30a	+	15272	NR_029717	Mir30c-2	+	34704
chr1	23257016	23257433	23257230.0	6	1	3	7.84328149094904e-08	3.511158222557764e-05	5.092388661287407e-06	509.2388661287407	6.669441154186808e-07	66.69441154186808	442.5444545868726	4.553403323954677e-05	NR_029533	Mir30a	+	14836	NR_029717	Mir30c-2	+	34268
chr1	23264345	23264885	23264545.0	6	1	4	3.3731355331134694e-07	3.5876851681715394e-05	5.092388661287407e-06	509.2388661287407	6.669441154186808e-07	66.69441154186808	442.5444545868726	0.0001771436707021	NR_029533	Mir30a	+	7384	NR_029717	Mir30c-2	+	26816
chr1	23270597	23271157	23270954.0	27	21	6	0.0	0.005250297813411	2.291574897579333e-05	2291.574897579333	1.4005826423792298e-05	1400.5826423792298	890.9922552001033	0.0	NR_029533	Mir30a	+	1112	NR_029717	Mir30c-2	+	20544
chr1	23323123	23323526	23323323.0	6	4	2	1.4427944727835042e-08	0.0415076147452664	5.092388661287407e-06	509.2388661287407	2.6677764616747237e-06	266.7776461674723	242.46121996126837	9.314227511735464e-06	NR_029717	Mir30c-2	+	-31340	NM_001081079	Ogfrl1	-	42898
chr1	23911194	23911765	23911479.0	5	2	5	1.8967542814163354e-07	0.0034638582227448	4.243657217739505e-06	424.36572177395055	1.3338882308373617e-06	133.38882308373616	290.9768986902144	0.0001035663056901	NM_028534	Smap1	-	0	NR_110972	Smap1	-	-1459
chr1	24099205	24099736	24099479.0	18	16	5	0.0	0.0178187513396317	1.527716598386222e-05	1527.716598386222	1.0671105846698892e-05	1067.1105846698892	460.6060137163329	0.0	NM_026604	Fam135a	-	0	NM_007740	Col9a1	+	77874
chr1	24586273	24586676	24586473.0	5	0	2	2.1341040379319054e-08	1.2748987421318247e-09	4.243657217739505e-06	424.36572177395055	0.0	0.0	424.36572177395055	1.3499755897501169e-05	NM_007733	Col19a1	-	0	NM_026719	Lmbrd1	+	91868
chr1	25017615	25018018	25017815.0	18	8	1	0.0	0.0007508622073457	1.527716598386222e-05	1527.716598386222	5.335552923349447e-06	533.5552923349446	994.1613060512776	0.0	NM_175642	Adgrb3	-	49458	NM_026719	Lmbrd1	+	-251315
chr1	26349121	26349767	26349537.0	13	8	3	0.0	0.0114522537149128	1.1033508766122714e-05	1103.3508766122716	5.335552923349447e-06	533.5552923349446	569.795584277327	0.0	NM_001033764	4931408C20Rik	-	332034	NM_175642	Adgrb3	-	-519415
chr1	30872347	30873243	30872775.0	30	21	7	0.0	0.0003167102453687	2.5461943306437037e-05	2546.194330643704	1.4005826423792298e-05	1400.5826423792298	1145.6116882644735	0.0	NM_001081080	Phf3	-	-9092	NM_011200	Ptp4a1	-	67060
chr1	30939685	30940510	30940165.0	10	4	15	2.4412522781069868e-08	0.0003171413205708	8.48731443547901e-06	848.7314435479011	2.6677764616747237e-06	266.7776461674723	581.9537973804288	1.5338587224009654e-05	NM_011200	Ptp4a1	-	0	NR_002688	Gm13363	-	1082
chr1	30947173	30947576	30947373.0	7	1	4	5.729206886684324e-09	2.737295438204334e-06	5.941120104835308e-06	594.1120104835308	6.669441154186808e-07	66.69441154186808	527.4175989416626	3.926301021579439e-06	NM_011200	Ptp4a1	-	0	NR_136907	Gm29669	-	71612
chr1	31158796	31159221	31158996.0	8	6	3	3.483779931201525e-11	0.0369407413615813	6.789851548383209e-06	678.9851548383209	4.001664692512085e-06	400.1664692512085	278.8186855871124	3.1338364312155116e-08	NR_033445	4931428L18Rik	-	0	NM_153601	Lgsn	+	17214
chr1	33673688	33674091	33673888.0	7	2	2	1.7359056525556582e-08	0.0002600187373511	5.941120104835308e-06	594.1120104835308	1.3338882308373617e-06	133.38882308373616	460.7231873997946	1.1102190737192248e-05	NR_033199	1700001G17Rik	+	-2977	NM_008922	Prim2	-	-3895
chr1	33683028	33683721	33683518.0	14	5	5	7.238654120556022e-14	1.18541027035457e-05	1.1882240209670616e-05	1188.2240209670615	3.334720577093404e-06	333.47205770934045	854.7519632577211	8.543682934576924e-11	NR_033199	1700001G17Rik	+	-12317	NM_008922	Prim2	-	-13235
chr1	33711631	33712198	33711995.0	9	7	2	3.8663072743361226e-11	0.0470718854878854	7.63858299193111e-06	763.8582991931111	4.6686088079307655e-06	466.8608807930766	296.99741840003446	3.4598278250825784e-08	NM_008999	Rab23	+	7698	NM_001159729	Rab23	+	8221
chr1	33810840	33811243	33811040.0	5	0	1	4.7003169134640643e-07	1.2748987421318247e-09	4.243657217739505e-06	424.36572177395055	0.0	0.0	424.36572177395055	0.0002416494184016	NM_133817	Zfp451	-	0	NM_001161816	Gm15455	-	24656
chr1	33980513	33980978	33980724.0	12	8	4	1.0743850253902563e-11	0.0109496564875852	1.0184777322574812e-05	1018.4777322574812	5.335552923349447e-06	533.5552923349446	484.9224399225367	1.0258712898983898e-08	NM_001276764	Dst	+	0	NM_133833	Dst	+	30847
chr1	33989314	33989788	33989552.0	15	4	4	2.1094237467877974e-15	2.4050214464388375e-07	1.2730971653218515e-05	1273.0971653218517	2.6677764616747237e-06	266.7776461674723	1006.3195191543792	2.851431180105703e-12	NM_001276764	Dst	+	0	NM_133833	Dst	+	22037
chr1	34073774	34074177	34073974.0	12	2	2	8.104628079763643e-15	1.7943890817662126e-08	1.0184777322574812e-05	1018.4777322574812	1.3338882308373617e-06	133.38882308373616	885.0889091737452	1.0400692857199654e-11	NM_001276764	Dst	+	0	NR_105861	Mir6896	+	43182
chr1	34110708	34111252	34111049.0	11	9	4	1.7378654071364963e-10	0.0481553235451203	9.336045879026911e-06	933.6045879026912	6.002497038768128e-06	600.2497038768128	333.3548840258785	1.4503627552237757e-07	NM_001276764	Dst	+	0	NR_105861	Mir6896	+	6107
chr1	34139118	34139521	34139318.0	7	3	1	1.04589648053377e-09	0.0029142952577081	5.941120104835308e-06	594.1120104835308	2.0008323462560426e-06	200.08323462560423	394.02877585792646	7.900186249066781e-07	NM_001276764	Dst	+	0	NM_010081	Dst	+	20809
chr1	34235814	34236436	34236146.0	14	6	7	1.047006925603e-11	0.0001034192905083	1.1882240209670616e-05	1188.2240209670615	4.001664692512085e-06	400.1664692512085	788.0575517158529	1.0007720970911514e-08	NM_001276764	Dst	+	0	NM_010081	Dst	+	-51912
chr1	34842082	34842683	34842480.0	11	1	6	1.8529622280993865e-13	5.344150677544235e-10	9.336045879026911e-06	933.6045879026912	6.669441154186808e-07	66.69441154186808	866.9101763608232	2.1048031818000008e-10	NM_001160236	Fam168b	-	0	NM_175421	Plekhb2	+	7276
chr1	35806634	35807037	35806834.0	9	4	1	3.5305092183079984e-14	0.003939138227378	7.63858299193111e-06	763.8582991931111	2.6677764616747237e-06	266.7776461674723	497.0806530256388	4.2951558091908e-11	NM_015818	Hs6st1	+	261363	NM_198899	Uggt1	-	332991
chr1	35982381	35982915	35982666.0	10	1	6	2.802579390781545e-09	9.724469784977431e-09	8.48731443547901e-06	848.7314435479011	6.669441154186808e-07	66.69441154186808	782.0370320060331	2.005106993062237e-06	NM_015818	Hs6st1	+	85485	NM_198899	Uggt1	-	157113
chr1	36073313	36073716	36073513.0	22	0	1	0.0	0.0	1.8672091758053822e-05	1867.2091758053823	0.0	0.0	1867.2091758053823	0.0	NM_015818	Hs6st1	+	0	NM_198899	Uggt1	-	66312
chr1	36323666	36324080	36323866.0	11	1	4	1.834732366035041e-11	8.640389514980028e-10	9.336045879026911e-06	933.6045879026912	6.669441154186808e-07	66.69441154186808	866.9101763608232	1.7074136145549987e-08	NM_001290727	Arid5a	+	0	NM_001310513	Kansl3	-	11650
chr1	36469697	36470100	36469897.0	16	3	2	0.0	6.914301242666454e-09	1.3579703096766416e-05	1357.9703096766418	2.0008323462560426e-06	200.08323462560423	1157.8870750510375	0.0	NM_033570	Cnnm4	+	1497	NM_001310517	Lman2l	-	-24427
chr1	36696345	36696841	36696638.0	6	0	3	2.4624169681075614e-07	1.8180013050539398e-11	5.092388661287407e-06	509.2388661287407	0.0	0.0	509.2388661287407	0.0001322981453251	NM_146107	Actr1b	-	2361	NM_009942	Cox5b	+	-2958
chr1	37474876	37475537	37475076.0	7	1	2	1.930533510829946e-10	1.0986991732853111e-05	5.941120104835308e-06	594.1120104835308	6.669441154186808e-07	66.69441154186808	527.4175989416626	1.6033700409271808e-07	NM_173870	Mgat4a	-	0	NR_024017	4930594C11Rik	-	10314
chr1	37631278	37631681	37631478.0	7	4	1	2.1653012716171816e-11	0.0243945143286068	5.941120104835308e-06	594.1120104835308	2.6677764616747237e-06	266.7776461674723	327.33436431605844	2.002504191635236e-08	NM_028096	2010300C02Rik	-	0	NM_173870	Mgat4a	-	-90263
chr1	37696259	37696662	37696459.0	16	4	1	0.0	1.3883302063533165e-07	1.3579703096766416e-05	1357.9703096766418	2.6677764616747237e-06	266.7776461674723	1091.1926635091695	0.0	NM_028096	2010300C02Rik	-	0	NM_207228	Tsga10	-	57910
chr1	37709045	37709448	37709245.0	6	2	2	1.2791268155787351e-08	0.0021732834903656	5.092388661287407e-06	509.2388661287407	1.3338882308373617e-06	133.38882308373616	375.8500430450045	8.324092591606073e-06	NM_028096	2010300C02Rik	-	0	NM_207228	Tsga10	-	45124
chr1	37709714	37710117	37709914.0	15	1	2	0.0	5.551115123125783e-15	1.2730971653218515e-05	1273.0971653218517	6.669441154186808e-07	66.69441154186808	1206.4027537799836	0.0	NM_028096	2010300C02Rik	-	0	NM_207228	Tsga10	-	44455
chr1	37723731	37724335	37724132.0	8	4	6	1.3011293154008284e-08	0.0082126126464583	6.789851548383209e-06	678.9851548383209	2.6677764616747237e-06	266.7776461674723	412.2075086708486	8.455269383492475e-06	NM_028096	2010300C02Rik	-	-3921	NM_207228	Tsga10	-	30237
chr1	37872080	37872483	37872280.0	7	2	2	4.696335542675456e-10	0.0003866982500443	5.941120104835308e-06	594.1120104835308	1.3338882308373617e-06	133.38882308373616	460.7231873997946	3.718492213304799e-07	NM_001037918	Lipt1	+	0	NM_026913	Mitd1	-	6407
chr1	38286137	38286540	38286337.0	5	3	1	3.08659245940035e-08	0.0294131335989745	4.243657217739505e-06	424.36572177395055	2.0008323462560426e-06	200.08323462560423	224.2824871483463	1.91266924322706e-05	NM_001290814	Aff3	-	0	NM_019570	Rev1	-	-156476
chr1	38708358	38708788	38708558.0	8	4	2	2.8926860906608454e-12	0.0118089602077533	6.789851548383209e-06	678.9851548383209	2.6677764616747237e-06	266.7776461674723	412.2075086708486	2.9380762571661852e-09	NM_001290814	Aff3	-	-81115	NM_001029878	Lonrf2	-	85721
chr1	38972809	38973212	38973009.0	28	2	2	0.0	0.0	2.3764480419341236e-05	2376.448041934123	1.3338882308373617e-06	133.38882308373616	2243.059218850387	0.0	NM_026850	Pdcl3	+	14602	NM_001011684	Nms	+	-22534
chr1	39555620	39556552	39556181.0	74	13	7	0.0	0.0	6.280612682254469e-05	6280.612682254468	8.67027350044285e-06	867.0273500442851	5413.585332210183	0.0	NM_001033135	Rnf149	-	0	NR_028555	Snord89	-	-6781
chr1	39576130	39576533	39576330.0	5	2	1	1.610225756065731e-07	0.0204490800896333	4.243657217739505e-06	424.36572177395055	1.3338882308373617e-06	133.38882308373616	290.9768986902144	8.895474936703755e-05	NM_001033135	Rnf149	-	0	NR_028555	Snord89	-	-27291
chr1	39695146	39695680	39695477.0	9	4	4	1.7262105078685863e-09	0.0092608961658916	7.63858299193111e-06	763.8582991931111	2.6677764616747237e-06	266.7776461674723	497.0806530256388	1.2688611750936354e-06	NM_001145660	Rfx8	-	0	NM_170597	Creg2	-	-43965
chr1	39762062	39762673	39762262.0	17	9	2	0.0	0.0122421334164314	1.442843454031432e-05	1442.843454031432	6.002497038768128e-06	600.2497038768128	842.5937501546192	0.0	NM_001145660	Rfx8	-	-41074	NM_001177348	Gm3646	-	41468
chr1	39868800	39869203	39869000.0	7	2	2	4.245070184261124e-09	0.0014860291235153	5.941120104835308e-06	594.1120104835308	1.3338882308373617e-06	133.38882308373616	460.7231873997946	2.967638116571734e-06	NR_040465	1700066B17Rik	-	-21471	NM_001252201	Map4k4	+	31710
