Chr	Start	End	Center	Experiment Insertions	Background insertions	Reference Insertions	pvalue Reference	pvalue Background	Fraction Experiment	TPH Experiment	Fraction background	TPH background	TPH background subtracted	pvalue_adj Reference	Nearest Refseq1	Gene Name1	Direction1	Distance1	Nearest Refseq2	Gene Name2	Direction2	Distance2
chr1	12622721	12623315	12623112	6	2	4	1.18047802011301e-06	0.0204490800896333	2.87341321741346e-06	287.341321741346	1.04824934497519e-06	104.824934497519	182.516387243827	0.000567393712378	NR_045297	Gm17644	+	44248	NM_001198566	Sulf1	+	69115
chr1	12658111	12658720	12658517	11	4	6	2.35399477688247e-11	0.0095402682407025	5.26792423192467e-06	526.792423192467	2.09649868995038e-06	209.649868995038	317.142554197429	2.07899430804308e-08	NR_045297	Gm17644	+	8843	NM_001198566	Sulf1	+	33710
chr1	13312590	13312993	13312790	8	3	3	1.68353664342646e-10	0.0142125126220435	3.83121762321794e-06	383.121762321795	1.57237401746279e-06	157.237401746279	225.884360575516	1.35582080787536e-07	NM_001302702	Ncoa2	-	0	NM_001081209	Prdm14	-	-185428
chr1	14273282	14273897	14273694	9	5	8	4.45532499782075e-13	0.0240594704680136	4.31011982612019e-06	431.011982612019	2.62062336243798e-06	262.062336243798	168.949646368221	4.68590826381791e-10	NM_010164	Eya1	-	0	NM_010827	Msc	-	479449
chr1	16103442	16104078	16103763	11	5	4	5.42899059041702e-14	0.01560102110033	5.26792423192467e-06	526.792423192467	2.62062336243798e-06	262.062336243798	264.73008694867	6.22052590348546e-11	NM_011291	Rpl7	-	0	NM_133832	Rdh10	+	1804
chr1	16130003	16130406	16130203	5	1	1	6.86204175703864e-08	0.0054352934612392	2.39451101451122e-06	239.451101451122	5.24124672487595e-07	52.4124672487595	187.038634202362	3.95924863782329e-05	NM_133832	Rdh10	+	0	NM_011291	Rpl7	-	-25571
chr1	16606264	16606906	16606703	12	5	9	1.19291321265536e-09	0.0063281470423632	5.74682643482692e-06	574.682643482692	2.62062336243798e-06	262.062336243798	312.620307238894	8.7118902523621e-07	NM_001271016	Ube2w	-	0	NM_001310470	Eloc	-	34819
chr1	16654659	16655062	16654859	5	0	2	1.33590298168063e-06	7.66780168248715e-08	2.39451101451122e-06	239.451101451122	0	0	239.451101451122	0.0006364356845308	NM_001310470	Eloc	-	0	NR_037998	D030040B21Rik	+	2490
chr1	17164489	17164994	17164791	8	4	4	3.13260823947559e-08	0.0148175742601263	3.83121762321794e-06	383.121762321795	2.09649868995038e-06	209.649868995038	173.471893326756	1.89536798395525e-05	NM_010267	Gdap1	+	-220	NM_020604	Jph1	-	-66601
chr1	17451239	17451642	17451439	8	1	2	5.62759838729221e-11	1.34459133382947e-06	3.83121762321794e-06	383.121762321795	5.24124672487595e-07	52.4124672487595	330.709295073035	4.78753531464429e-08	NM_053191	Pi15	+	150259	NR_130314	Gm16070	-	224385
chr1	17599328	17599910	17599589	7	2	6	1.12646041883213e-06	0.0008852625908383	3.3523154203157e-06	335.23154203157	1.04824934497519e-06	104.824934497519	230.406607534051	0.0005428983525885	NM_053191	Pi15	+	1991	NR_130314	Gm16070	-	76117
chr1	17600399	17600802	17600599	9	5	5	1.51926415892234e-09	0.021521990328381	4.31011982612019e-06	431.011982612019	2.62062336243798e-06	262.062336243798	168.949646368221	1.09427185729461e-06	NM_053191	Pi15	+	1099	NR_130314	Gm16070	-	75225
chr1	17601256	17601765	17601456	7	4	3	1.59684299116947e-08	0.038370554077165	3.3523154203157e-06	335.23154203157	2.09649868995038e-06	209.649868995038	125.581673036532	1.00512127405169e-05	NM_053191	Pi15	+	136	NR_130314	Gm16070	-	74262
chr1	19973436	19974085	19973867	25	15	6	0	0.0064264318194074	1.19725550725561e-05	1197.25550725561	7.86187008731393e-06	786.187008731393	411.068498524215	0	NM_153179	Pkhd1	-	83694	NR_045734	4930486I03Rik	+	382369
chr1	20619272	20619692	20619489	14	5	3	0	0.0023871755677274	6.7046308406314e-06	670.46308406314	2.62062336243798e-06	262.062336243798	408.400747819343	0	NM_153179	Pkhd1	-	-1216	NR_131249	Lincmd1	+	50190
chr1	20939108	20939571	20939308	5	1	2	1.34973720211651e-06	0.0054352934612392	2.39451101451122e-06	239.451101451122	5.24124672487595e-07	52.4124672487595	187.038634202362	0.0006425264489282	NM_028829	Paqr8	+	-353	NM_027974	Efhc1	+	12055
chr1	20998107	20998633	20998307	15	3	2	0	4.91091756649187e-06	7.18353304353365e-06	718.353304353365	1.57237401746279e-06	157.237401746279	561.115902607086	0	NM_177409	Tram2	-	2764	NM_027974	Efhc1	+	-7267
chr1	21077301	21077717	21077514	8	3	4	1.53344162923119e-08	0.0142125126220435	3.83121762321794e-06	383.121762321795	1.57237401746279e-06	157.237401746279	225.884360575516	9.67534767637148e-06	NM_177409	Tram2	-	0	NM_027974	Efhc1	+	-86461
chr1	21830018	21830559	21830356	37	26	2	0	0.0071269507875499	1.7719381507383e-05	1771.9381507383	1.36272414846775e-05	1362.72414846775	409.214002270552	0	NM_001310477	Kcnq5	-	0	NM_001113187	Khdc1b	+	-443635
chr1	21836352	21836755	21836552	5	0	2	1.57759977748029e-07	1.27489874213182e-09	2.39451101451122e-06	239.451101451122	0	0	239.451101451122	8.6504117753854e-05	NM_001310477	Kcnq5	-	0	NM_001113187	Khdc1b	+	-449969
chr1	23173531	23173934	23173731	9	2	2	2.72442068904866e-11	0.000337305843837	4.31011982612019e-06	431.011982612019	1.04824934497519e-06	104.824934497519	326.1870481145	2.39005649807291e-08	NM_025746	4933415F23Rik	-	-71279	NR_029533	Mir30a	+	98335
chr1	23189433	23190132	23189716	26	16	7	0	0.0388886997069878	1.24514572754583e-05	1245.14572754583	8.38599475980152e-06	838.599475980152	406.54625156568	0	NR_029533	Mir30a	+	82137	NM_025746	4933415F23Rik	-	-87181
chr1	23197144	23197547	23197344	6	2	2	2.89432005917689e-07	0.0204490800896333	2.87341321741346e-06	287.341321741346	1.04824934497519e-06	104.824934497519	182.516387243827	0.0001524967921162	NR_029533	Mir30a	+	74722	NR_029717	Mir30c-2	+	94154
chr1	23258073	23258495	23258292	11	3	6	1.57137969303278e-09	0.0003834082826424	5.26792423192467e-06	526.792423192467	1.57237401746279e-06	157.237401746279	369.555021446189	1.12844066786486e-06	NR_029533	Mir30a	+	13774	NR_029717	Mir30c-2	+	33206
chr1	23922789	23923208	23922989	11	4	5	1.88737914186277e-15	0.0008976369082115	5.26792423192467e-06	526.792423192467	2.09649868995038e-06	209.649868995038	317.142554197429	2.4790767769969e-12	NM_028534	Smap1	-	-409	NR_110972	Smap1	-	-13054
chr1	24553125	24553964	24553597	18	7	12	0	0.0011126600449447	8.62023965224038e-06	862.023965224038	3.66887270741317e-06	366.887270741317	495.136694482721	0	NM_007733	Col19a1	-	0	NM_026719	Lmbrd1	+	124580
chr1	24677709	24678401	24677984.5	10	2	3	1.11022302462516e-16	0.000337305843837	4.78902202902243e-06	478.902202902243	1.04824934497519e-06	104.824934497519	374.077268404724	1.59767211213218e-13	NM_026719	Lmbrd1	+	143	NM_001310483	Lmbrd1	+	517
chr1	24678953	24679356	24679153	6	2	1	7.98368038346098e-11	0.0204490800896333	2.87341321741346e-06	287.341321741346	1.04824934497519e-06	104.824934497519	182.516387243827	6.68051823773492e-08	NM_026719	Lmbrd1	+	0	NM_007733	Col19a1	-	-91517
chr1	30718708	30719174	30718939.5	10	5	4	1.0006551143249e-11	0.0356013376959445	4.78902202902243e-06	478.902202902243	2.62062336243798e-06	262.062336243798	216.839866658445	9.2033913753237e-09	NM_001081080	Phf3	-	83168	NM_011200	Ptp4a1	-	221129
chr1	30898342	30898841	30898590	16	8	2	0	0.0091739009148389	7.66243524643589e-06	766.243524643589	4.19299737990076e-06	419.299737990076	346.943786653513	0	NM_001081080	Phf3	-	-35087	NM_011200	Ptp4a1	-	41462
chr1	30948246	30948859	30948576	23	14	5	0	0.0307986040456895	1.10147506667516e-05	1101.47506667516	7.33774541482633e-06	733.774541482633	367.700525192526	0	NM_011200	Ptp4a1	-	0	NR_136907	Gm29669	-	70329
chr1	33691178	33691663	33691460	14	5	2	2.22044604925031e-15	0.0023871755677274	6.7046308406314e-06	670.46308406314	2.62062336243798e-06	262.062336243798	408.400747819343	2.89790929291999e-12	NR_033199	1700001G17Rik	+	-20467	NM_008922	Prim2	-	-21385
chr1	33739058	33739506	33739303	11	4	3	1.53712753636626e-09	0.0034101597812783	5.26792423192467e-06	526.792423192467	2.09649868995038e-06	209.649868995038	317.142554197429	1.10586120870717e-06	NM_008999	Rab23	+	0	NM_145392	Bag2	-	5978
chr1	33798215	33798707	33798504	9	2	3	2.11229638225063e-07	0.000337305843837	4.31011982612019e-06	431.011982612019	1.04824934497519e-06	104.824934497519	326.1870481145	0.0001137403792855	NM_133817	Zfp451	-	0	NM_001290700	Zfp451	-	3253
chr1	33813686	33814089	33813886	10	3	1	1.61526347852714e-12	0.0014009237309361	4.78902202902243e-06	478.902202902243	1.57237401746279e-06	157.237401746279	321.664801155965	1.60539883371185e-09	NM_133817	Zfp451	-	0	NM_001161816	Gm15455	-	21810
chr1	33814703	33815257	33814978.5	17	8	4	2.44249065417534e-14	0.0091739009148389	8.14133744933813e-06	814.133744933813	4.19299737990076e-06	419.299737990076	394.834006943737	2.89305037364124e-11	NM_133817	Zfp451	-	-109	NM_001161816	Gm15455	-	20642
chr1	34011988	34012912	34012440	19	9	8	1.8713530725023e-10	0.0059244862267419	9.09914185514262e-06	909.914185514262	4.71712205238836e-06	471.712205238836	438.201980275426	1.49974327913479e-07	NM_001276764	Dst	+	0	NM_001310484	Bend6	-	-104222
chr1	34040583	34041268	34041056	19	9	12	8.57756344840866e-08	0.0059244862267419	9.09914185514262e-06	909.914185514262	4.71712205238836e-06	471.712205238836	438.201980275426	4.88310699604725e-05	NM_001276764	Dst	+	0	NR_105861	Mir6896	+	76091
chr1	34109321	34109970	34109521	9	2	3	6.86062870847159e-07	0.000337305843837	4.31011982612019e-06	431.011982612019	1.04824934497519e-06	104.824934497519	326.1870481145	0.0003420470357668	NM_001276764	Dst	+	0	NR_105861	Mir6896	+	7389
chr1	34140713	34141116	34140913	16	8	3	2.88657986402541e-14	0.0190137937504718	7.66243524643589e-06	766.243524643589	4.19299737990076e-06	419.299737990076	346.943786653513	3.39208038923452e-11	NM_001276764	Dst	+	0	NM_010081	Dst	+	19214
chr1	34311119	34311522	34311319	9	3	1	8.23174861608322e-12	0.0046832316286579	4.31011982612019e-06	431.011982612019	1.57237401746279e-06	157.237401746279	273.77458086574	7.65021146617002e-09	NM_001276764	Dst	+	-2458	NR_039562	Mir5103	-	121599
chr1	34387350	34387753	34387550	6	0	1	1.41016403998329e-07	1.27489874213182e-09	2.87341321741346e-06	287.341321741346	0	0	287.341321741346	7.78655587093054e-05	NR_039562	Mir5103	-	45368	NM_027159	Ccdc115	-	48917
chr1	34433810	34434373	34434170	15	8	4	1.62536650805123e-13	0.0372358175201624	7.18353304353365e-06	718.353304353365	4.19299737990076e-06	419.299737990076	299.053566363288	1.78406379709291e-10	NR_039562	Mir5103	-	-612	NM_027159	Ccdc115	-	2297
chr1	34435238	34435641	34435438	22	13	2	0	0.0454482810159828	1.05358484638493e-05	1053.58484638493	6.81362074233874e-06	681.362074233874	372.222772151061	0	NM_027159	Ccdc115	-	1029	NR_039562	Mir5103	-	-2040
chr1	35221491	35221894	35221691	7	1	2	2.99662039626725e-09	0.0009678583861842	3.3523154203157e-06	335.23154203157	5.24124672487595e-07	52.4124672487595	282.819074782811	2.07174452992833e-06	NM_145516	Plekhb2	+	-341907	NM_175421	Plekhb2	+	-349935
chr1	35232730	35233133	35232930	8	1	3	1.5543203391033e-09	0.0001488286224241	3.83121762321794e-06	383.121762321795	5.24124672487595e-07	52.4124672487595	330.709295073035	1.11750075442945e-06	NM_145516	Plekhb2	+	-353146	NM_175421	Plekhb2	+	-361174
chr1	35234418	35234919	35234693	7	2	5	7.16396644007133e-07	0.0204490800896333	3.3523154203157e-06	335.23154203157	1.04824934497519e-06	104.824934497519	230.406607534051	0.0003560428643278	NM_145516	Plekhb2	+	-354834	NM_175421	Plekhb2	+	-362862
chr1	35310182	35310677	35310474	13	1	4	3.88578058618805e-15	2.61736535778212e-08	6.22572863772916e-06	622.572863772916	5.24124672487595e-07	52.4124672487595	570.160396524157	4.95514992148563e-12	NM_145516	Plekhb2	+	-430598	NM_175421	Plekhb2	+	-438626
chr1	35875352	35875908	35875603	27	12	4	0	0.0229410663726896	1.29303594783606e-05	1293.03594783606	6.28949606985114e-06	628.949606985114	664.086340850942	0	NM_015818	Hs6st1	+	192492	NM_198899	Uggt1	-	264120
chr1	35879369	35879772	35879569	7	1	1	7.25712046012461e-10	0.0009678583861842	3.3523154203157e-06	335.23154203157	5.24124672487595e-07	52.4124672487595	282.819074782811	5.43385843815626e-07	NM_015818	Hs6st1	+	188628	NM_198899	Uggt1	-	260256
chr1	35910692	35911095	35910892	10	3	3	1.07516773262262e-10	0.0142125126220435	4.78902202902243e-06	478.902202902243	1.57237401746279e-06	157.237401746279	321.664801155965	8.8647716303586e-08	NM_015818	Hs6st1	+	157305	NM_198899	Uggt1	-	228933
chr1	36059756	36060159	36059956	7	2	2	9.22101615064008e-08	0.0204490800896333	3.3523154203157e-06	335.23154203157	1.04824934497519e-06	104.824934497519	230.406607534051	5.22351273510026e-05	NM_015818	Hs6st1	+	8241	NM_198899	Uggt1	-	79869
chr1	36061558	36061961	36061758	5	1	1	1.02714451966079e-06	0.0257418165296708	2.39451101451122e-06	239.451101451122	5.24124672487595e-07	52.4124672487595	187.038634202362	0.0004979949105017	NM_015818	Hs6st1	+	6439	NM_198899	Uggt1	-	78067
chr1	36115854	36116525	36116322	7	1	3	1.66075597640702e-06	0.0009678583861842	3.3523154203157e-06	335.23154203157	5.24124672487595e-07	52.4124672487595	282.819074782811	0.0007784111311118	NM_015818	Hs6st1	+	-9409	NM_198899	Uggt1	-	23503
chr1	36129845	36130248	36130045	7	1	3	1.8139215398616e-06	0.0009678583861842	3.3523154203157e-06	335.23154203157	5.24124672487595e-07	52.4124672487595	282.819074782811	0.000845240191247	NM_198899	Uggt1	-	9780	NR_105862	Mir6897	-	14004
chr1	36368068	36368471	36368268	6	1	1	8.80366252120624e-08	0.0054352934612392	2.87341321741346e-06	287.341321741346	5.24124672487595e-07	52.4124672487595	234.928854492586	5.00251939898158e-05	NM_001310513	Kansl3	-	0	NM_001277076	Fer1l5	+	3820
chr1	36896320	36896822	36896619	16	6	5	0	0.0100115104807754	7.66243524643589e-06	766.243524643589	3.14474803492557e-06	314.474803492557	451.768721151032	0	NM_018872	Tmem131	-	0	NM_009539	Zap70	+	-113501
chr1	36938348	36938984	36938548	15	6	5	4.44089209850063e-16	0.0224401821818769	7.18353304353365e-06	718.353304353365	3.14474803492557e-06	314.474803492557	403.878500860808	6.13743317517342e-13	NM_018872	Tmem131	-	0	NM_009539	Zap70	+	-155529
chr1	37872853	37873362	37873159	13	5	3	1.11022302462516e-16	0.0063281470423632	6.22572863772916e-06	622.572863772916	2.62062336243798e-06	262.062336243798	360.510527529118	1.59767211213218e-13	NM_001037918	Lipt1	+	0	NM_026913	Mitd1	-	5528
chr1	37890678	37891324	37890878	12	5	8	6.86121159887421e-11	0.01560102110033	5.74682643482692e-06	574.682643482692	2.62062336243798e-06	262.062336243798	312.620307238894	5.78431000640207e-08	NM_027098	Mrpl30	+	0	NM_026913	Mitd1	-	-268
chr1	37954906	37955309	37955106	5	1	2	1.0541181488799e-06	0.0054352934612392	2.39451101451122e-06	239.451101451122	5.24124672487595e-07	52.4124672487595	187.038634202362	0.0005103541591341	NM_027111	Lyg1	-	0	NM_172054	Txndc9	-	28558
chr1	38988009	38988584	38988381	14	5	3	0	0.0063281470423632	6.7046308406314e-06	670.46308406314	2.62062336243798e-06	262.062336243798	408.400747819343	0	NM_026850	Pdcl3	+	0	NM_001011684	Nms	+	-37734
chr1	39012645	39013121	39012845	8	0	6	1.891884229277e-07	1.81800130505394e-11	3.83121762321794e-06	383.121762321795	0	0	383.121762321795	0.0001025735585051	NM_026850	Pdcl3	+	-15410	NM_001011684	Nms	+	-62370
chr1	39545593	39546032	39545829	9	2	5	9.33821336368546e-07	0.005862117808004	4.31011982612019e-06	431.011982612019	1.04824934497519e-06	104.824934497519	326.1870481145	0.0004552320769725	NM_028043	Cnot11	+	0	NR_028555	Snord89	-	2715
chr1	39760760	39761257	39761054	23	10	4	0	0.0292773050637991	1.10147506667516e-05	1101.47506667516	5.24124672487595e-06	524.124672487595	577.350394187564	0	NM_001145660	Rfx8	-	-39772	NM_001177348	Gm3646	-	42884
chr1	40139779	40140182	40139979	10	3	1	2.91988655476416e-14	0.0046832316286579	4.78902202902243e-06	478.902202902243	1.57237401746279e-06	157.237401746279	321.664801155965	3.4290259038025e-11	NM_010555	Il1r2	+	-14554	NR_037980	Gm16894	-	-53929
chr1	40173670	40174073	40173870	13	2	3	2.58681964737661e-14	1.29829712078866e-05	6.22572863772916e-06	622.572863772916	1.04824934497519e-06	104.824934497519	517.747929275397	3.0521934872452e-11	NM_010555	Il1r2	+	-48445	NM_008362	Il1r1	+	51007
chr1	40846655	40847205	40847002	9	4	2	1.05656594584502e-11	0.0244917522880785	4.31011982612019e-06	431.011982612019	2.09649868995038e-06	209.649868995038	221.362113616981	9.68206950602093e-09	NM_001081198	Tmem182	+	0	NM_172499	Mfsd9	-	-55999
chr1	40856296	40856699	40856496	7	3	1	1.96141658470594e-10	0.0388042055082002	3.3523154203157e-06	335.23154203157	1.57237401746279e-06	157.237401746279	177.994140285292	1.56678514103868e-07	NM_001081198	Tmem182	+	-1030	NM_172499	Mfsd9	-	-65640
chr1	41652335	41652880	41652592	12	5	6	2.55351295663786e-15	0.0063281470423632	5.74682643482692e-06	574.682643482692	2.62062336243798e-06	262.062336243798	312.620307238894	3.316883307382e-12	NR_040475	4930448I06Rik	-	-471084	NM_001081198	Tmem182	+	-797069
chr1	41830824	41831227	41831024	7	2	3	4.25999238662378e-07	0.0007496709255085	3.3523154203157e-06	335.23154203157	1.04824934497519e-06	104.824934497519	230.406607534051	0.0002188639903889	NR_040475	4930448I06Rik	-	-649573	NR_027826	Pantr1	-	816973
chr1	41844580	41845010	41844807	9	3	3	2.01481886730193e-09	0.0006168266503769	4.31011982612019e-06	431.011982612019	1.57237401746279e-06	157.237401746279	273.77458086574	1.42845317332897e-06	NR_040475	4930448I06Rik	-	-663329	NR_027826	Pantr1	-	803190
chr1	42261970	42262437	42262170	18	9	2	0	0.0002220742561723	8.62023965224038e-06	862.023965224038	4.71712205238836e-06	471.712205238836	390.311759985202	0	NR_027826	Pantr1	-	385763	NM_008900	Pou3f3	+	434709
chr1	42277959	42278362	42278159	9	2	2	2.77691883376896e-07	1.19980458156421e-05	4.31011982612019e-06	431.011982612019	1.04824934497519e-06	104.824934497519	326.1870481145	0.0001467039031307	NR_027826	Pantr1	-	369838	NM_008900	Pou3f3	+	418784
chr1	42705701	42706104	42705901	28	22	2	0	0.0115539812651306	1.34092616812628e-05	1340.92616812628	1.15307427947271e-05	1153.07427947271	187.851888653571	0	NR_110495	Pantr2	-	959	NR_027891	2900092D14Rik	+	-2526
chr1	42708852	42709255	42709052	9	5	2	1.1508504503821e-06	0.011268988962428	4.31011982612019e-06	431.011982612019	2.62062336243798e-06	262.062336243798	168.949646368221	0.000553926397831	NR_110495	Pantr2	-	0	NR_027891	2900092D14Rik	+	-5677
chr1	42710145	42710753	42710550	49	46	3	0	0.033877149411449	2.34662079422099e-05	2346.62079422099	2.41097349344294e-05	2410.97349344294	-64.3526992219472	0	NR_110495	Pantr2	-	0	NR_027891	2900092D14Rik	+	-6970
chr1	43218190	43218593	43218390	12	1	1	0	2.61736535778212e-08	5.74682643482692e-06	574.682643482692	5.24124672487595e-07	52.4124672487595	522.270176233932	0	NM_001289533	Fhl2	-	-21430	NM_010212	Fhl2	-	-54230
chr1	43224216	43224686	43224416	12	3	2	2.44249065417534e-15	0.0014009237309361	5.74682643482692e-06	574.682643482692	1.57237401746279e-06	157.237401746279	417.445241736413	3.17566548800827e-12	NM_001289533	Fhl2	-	-27456	NM_010212	Fhl2	-	-60256
chr1	43862567	43863115	43862860	11	4	6	9.48837453051965e-10	0.0034101597812783	5.26792423192467e-06	526.792423192467	2.09649868995038e-06	209.649868995038	317.142554197429	7.00271778895615e-07	NM_026430	Uxs1	-	-34860	NM_009418	Tpp2	+	70879
chr1	43969161	43969564	43969361	5	1	1	3.21633412569966e-07	0.0009678583861842	2.39451101451122e-06	239.451101451122	5.24124672487595e-07	52.4124672487595	187.038634202362	0.000168384396694	NM_009418	Tpp2	+	0	NM_001013799	Mettl21c	-	39844
chr1	44103929	44104332	44104129	6	0	1	1.80704986529889e-08	1.81800130505394e-11	2.87341321741346e-06	287.341321741346	0	0	287.341321741346	1.12853919969146e-05	NM_029368	Tex30	-	-1542	NM_023645	Kdelc1	-	2214
chr1	44297282	44297828	44297536	9	4	5	5.15564220204823e-08	0.0079965714782778	4.31011982612019e-06	431.011982612019	2.09649868995038e-06	209.649868995038	221.362113616981	3.03086745273428e-05	NM_207281	Mettl21e	-	-78352	NM_011729	Ercc5	+	-116023
chr1	44399504	44400088	44399704	10	6	6	5.37284849944086e-09	0.0286023879432039	4.78902202902243e-06	478.902202902243	3.14474803492557e-06	314.474803492557	164.427399409686	3.58980940662133e-06	NM_028450	Gulp1	+	151583	NM_207281	Mettl21e	-	-180574
chr1	44465667	44466070	44465867	12	7	2	2.22044604925031e-16	0.0167193091648445	5.74682643482692e-06	574.682643482692	3.66887270741317e-06	366.887270741317	207.795372741375	3.12914911373612e-13	NM_028450	Gulp1	+	85601	NM_207281	Mettl21e	-	-246737
chr1	44568528	44568931	44568728	5	1	2	2.10456300120399e-06	0.0006404656316615	2.39451101451122e-06	239.451101451122	5.24124672487595e-07	52.4124672487595	187.038634202362	0.000970007610588	NM_028450	Gulp1	+	0	NR_040602	4930521E06Rik	-	170744
chr1	45472156	45472604	45472364	10	5	4	1.0980030695773e-07	0.0356013376959445	4.78902202902243e-06	478.902202902243	2.62062336243798e-06	262.062336243798	216.839866658445	6.15854318994994e-05	NM_007737	Col5a2	-	0	NM_009930	Col3a1	+	-122451
chr1	45487831	45488650	45488195	16	7	8	1.11369236055481e-09	0.0027571194772924	7.66243524643589e-06	766.243524643589	3.66887270741317e-06	366.887270741317	399.356253902272	8.16146169832716e-07	NM_007737	Col5a2	-	0	NM_009930	Col3a1	+	-138126
chr1	45495064	45495655	45495452	13	5	2	3.08642000845794e-14	0.0023871755677274	6.22572863772916e-06	622.572863772916	2.62062336243798e-06	262.062336243798	360.510527529118	3.61688909362918e-11	NM_007737	Col5a2	-	0	NM_009930	Col3a1	+	-145359
chr1	45495788	45496466	45496176	16	4	8	1.10888631610351e-09	6.62079206870114e-06	7.66243524643589e-06	766.243524643589	2.09649868995038e-06	209.649868995038	556.593655648551	8.13164900663723e-07	NM_007737	Col5a2	-	0	NM_009930	Col3a1	+	-146083
chr1	45594750	45595182	45594950	8	3	2	4.54161692697852e-08	0.0046832316286579	3.83121762321794e-06	383.121762321795	1.57237401746279e-06	157.237401746279	225.884360575516	2.68940936886139e-05	NM_007737	Col5a2	-	-91469	NM_028599	Wdr75	+	200319
chr1	45872450	45873228	45872894	50	28	10	0	5.99001088121831e-05	2.39451101451122e-05	2394.51101451122	1.46754908296527e-05	1467.54908296527	926.961931545949	0	NM_016917	Slc40a1	-	34842	NM_028599	Wdr75	+	-48838
chr1	46418934	46419337	46419134	10	1	1	0	2.42705215214301e-06	4.78902202902243e-06	478.902202902243	5.24124672487595e-07	52.4124672487595	426.489735653484	0	NM_001310335	Dnah7c	+	6181	NM_001160386	Dnah7b	+	-45385
chr1	46964046	46964449	46964246	9	0	2	4.6296300126869e-14	2.26929586233382e-13	4.31011982612019e-06	431.011982612019	0	0	431.011982612019	5.33791981112505e-11	NM_172653	Slc39a10	-	-110538	NM_001310335	Dnah7c	+	-156570
chr1	48357397	48357863	48357660	5	1	6	1.01546850928003e-08	0.0001895846994938	2.39451101451122e-06	239.451101451122	5.24124672487595e-07	52.4124672487595	187.038634202362	6.56041233750881e-06	NR_105768	Mir6350	-	-890273	NM_172653	Slc39a10	-	-1503889
chr1	50531005	50531408	50531205	6	2	1	1.34220523584361e-10	0.0052100289539505	2.87341321741346e-06	287.341321741346	1.04824934497519e-06	104.824934497519	182.516387243827	1.0940212125542e-07	NM_019790	Tmeff2	+	396115	NR_045151	9330175M20Rik	-	686978
chr1	50940301	50941173	50940728	23	11	11	0	0.0001507094945916	1.10147506667516e-05	1101.47506667516	5.76537139736355e-06	576.537139736355	524.937926938804	0	NM_019790	Tmeff2	+	0	NR_045151	9330175M20Rik	-	277213
