Chromosome	Start	End	Center	Experiment Insertions	Background insertions	Reference Insertions	pvalue Reference	pvalue Background	Fraction Experiment	TPH Experiment	Fraction background	TPH background	TPH background subtracted	pvalue_adj Reference	Nearest Refseq1	Gene Name1	Direction1	Distance1	Nearest Refseq2	Gene Name2	Direction2	Distance2
chr1	44567287	44567690	44567487.0	16	8	3	0.0	0.0017709716024134	7.66243524643589e-06	766.243524643589	4.192997379900762e-06	419.2997379900762	346.9437866535128	0.0	NM_028450	Gulp1	+	0	NR_040602	4930521E06Rik	-	171907
chr1	45355824	45356239	45356024.0	50	20	7	0.0	4.172474588060027e-09	2.394511014511216e-05	2394.511014511216	1.0482493449751904e-05	1048.2493449751903	1346.2616695360252	0.0	NM_009930	Col3a1	+	-5857	NM_007737	Col5a2	-	17800
chr1	46808428	46808900	46808697.0	7	1	3	7.929225054326138e-10	0.0001488286224241	3.352315420315702e-06	335.2315420315702	5.241246724875953e-07	52.412467248759526	282.8190747828107	5.907403461235092e-07	NM_172653	Slc39a10	-	0	NM_001310335	Dnah7c	+	-952
chr1	46845131	46845534	46844950.0	29	9	13	0.0	3.566165220791895e-06	1.3888163884165051e-05	1388.816388416505	4.717122052388358e-06	471.7122052388357	917.1041831776694	0.0	NM_172653	Slc39a10	-	0	NM_001310335	Dnah7c	+	-36825
chr1	46863508	46863911	46863868.0	30	17	4	0.0	0.0268213002332243	1.4367066087067296e-05	1436.7066087067294	8.91011943228912e-06	891.011943228912	545.6946654778175	0.0	NM_172653	Slc39a10	-	-10000	NM_001310335	Dnah7c	+	-56032
chr1	46864043	46864116	46863868.0	30	17	4	0.0	0.0268213002332243	1.4367066087067296e-05	1436.7066087067294	8.91011943228912e-06	891.011943228912	545.6946654778175	0.0	NM_172653	Slc39a10	-	-10000	NM_001310335	Dnah7c	+	-56032
chr1	50926722	50927212	50926965.5	6	1	2	1.8881165375628228e-07	9.11193518362552e-05	2.8734132174134587e-06	287.3413217413459	5.241246724875953e-07	52.412467248759526	234.9288544925864	0.0001024095898663	NM_019790	Tmeff2	+	311	NR_045151	9330175M20Rik	-	291174
chr1	51288881	51289426	51289223.0	13	8	3	4.244382623141974e-13	0.0315009610744989	6.225728637729161e-06	622.5728637729161	4.192997379900762e-06	419.2997379900762	203.27312578283988	4.4768665688829935e-10	NR_045151	9330175M20Rik	-	0	NM_019790	Tmeff2	+	-101612
chr1	52111352	52111387	52111552.0	9	3	1	4.959588295605499e-12	0.0142125126220435	4.310119826120188e-06	431.0119826120188	1.5723740174627858e-06	157.23740174627858	273.77458086574023	4.706861138533291e-09	NM_001308266	Stat4	+	-4164	NM_001205314	Stat1	+	7683
chr1	52500702	52501741	52501233.0	75	19	13	0.0	1.887379141862766e-15	3.591766521766824e-05	3591.766521766824	9.95836877726431e-06	995.836877726431	2595.9296440403928	0.0	NM_008667	Nab1	-	-255	NM_001142647	Nemp2	+	128964
chr1	52501920	52502357	52502154.0	13	2	4	2.620681449627682e-12	1.2982971207886608e-05	6.225728637729161e-06	622.5728637729161	1.0482493449751903e-06	104.82493449751904	517.747929275397	2.552647502954636e-09	NM_008667	Nab1	-	-1473	NM_001142647	Nemp2	+	128348
chr1	53713432	53713835	53713632.0	25	14	1	0.0	0.0100901458918141	1.1972555072556078e-05	1197.255507255608	7.337745414826334e-06	733.7745414826334	463.4809657729745	0.0	NM_001252070	Dnah7a	-	-6649	NM_133810	Stk17b	-	41677
chr1	53838506	53838967	53838764.0	43	28	2	0.0	0.0199376981858753	2.059279472479645e-05	2059.2794724796454	1.4675490829652668e-05	1467.5490829652667	591.7303895143787	0.0	NM_001001883	Hecw2	-	0	NR_106149	Mir7681	+	10457
chr1	54896445	54896967	54896724.0	21	11	5	0.0	0.0191836839932476	1.0056946260947106e-05	1005.6946260947104	5.7653713973635484e-06	576.5371397363548	429.15748635835575	0.0	NM_001081433	Ankrd44	-	0	NM_031179	Sf3b1	-	88203
chr1	55053024	55053427	55053224.0	26	1	1	0.0	0.0	1.245145727545832e-05	1245.1457275458322	5.241246724875953e-07	52.412467248759526	1192.7332602970728	0.0	NM_001039710	Coq10b	+	0	NM_010477	Hspd1	-	24407
chr1	58101673	58102076	58101923.0	8	0	4	9.024896330256382e-08	2.26929586233382e-13	3.831217623217945e-06	383.1217623217945	0.0	0.0	383.1217623217945	5.119256775271933e-05	NM_009676	Aox1	+	0	NM_023617	Aox3	+	11010
chr1	59508700	59509103	59508900.0	20	4	3	0.0	3.5251374341793706e-07	9.578044058044865e-06	957.8044058044862	2.096498689950381e-06	209.6498689950381	748.1545368094481	0.0	NM_001013771	Gm973	+	6973	NM_008057	Fzd7	+	-21746
chr1	59762012	59762662	59762451.0	78	39	8	0.0	3.121759710977834e-05	3.735437182637496e-05	3735.437182637496	2.0440862227016216e-05	2044.0862227016216	1691.3509599358747	0.0	NM_007561	Bmpr2	+	1617	NM_018868	Nop58	+	-50503
chr1	59912656	59913059	59912856.0	17	7	1	0.0	0.0064629435501885	8.141337449338133e-06	814.1337449338133	3.668872707413167e-06	366.8872707413167	447.24647419249663	0.0	NM_001037725	Fam117b	+	0	NM_007561	Bmpr2	+	-34576
chr1	60180878	60181281	60181078.0	23	12	3	0.0	0.0125987085714776	1.1014750666751591e-05	1101.4750666751593	6.289496069851143e-06	628.9496069851143	472.52545969004495	0.0	NM_173444	Nbeal1	+	0	NM_001285463	Carf	+	-26926
chr1	60410117	60410671	60410421.0	49	7	6	0.0	0.0	2.3466207942209914e-05	2346.6207942209912	3.668872707413167e-06	366.8872707413167	1979.733523479675	0.0	NM_001198571	Abi2	+	0	NM_001313721	Cyp20a1	+	-22058
chr1	62750659	62751093	62750890.0	11	3	2	2.9717339700141565e-12	0.0003834082826424	5.267924231924674e-06	526.7924231924675	1.5723740174627858e-06	157.23740174627858	369.5550214461889	2.8788108581226694e-09	NM_001077403	Nrp2	+	0	NR_040601	4930487H11Rik	-	39825
chr1	62751056	62751093	62750890.0	11	3	2	2.9717339700141565e-12	0.0003834082826424	5.267924231924674e-06	526.7924231924675	1.5723740174627858e-06	157.23740174627858	369.5550214461889	2.8788108581226694e-09	NM_001077403	Nrp2	+	0	NR_040601	4930487H11Rik	-	39825
chr1	64600894	64601562	64601345.0	112	74	12	0.0	0.0001307061505418	5.363704672505123e-05	5363.704672505123	3.878522576408205e-05	3878.522576408205	1485.182096096918	0.0	NM_009952	Creb1	+	0	NM_025964	Mettl21a	-	4728
chr1	64601551	64601752	64601345.0	112	74	12	0.0	0.0001307061505418	5.363704672505123e-05	5363.704672505123	3.878522576408205e-05	3878.522576408205	1485.182096096918	0.0	NM_009952	Creb1	+	0	NM_025964	Mettl21a	-	4728
chr1	64690691	64691094	64690891.0	16	6	1	0.0	0.0006051867113731	7.66243524643589e-06	766.243524643589	3.144748034925572e-06	314.4748034925572	451.7687211510319	0.0	NR_038009	2810408I11Rik	-	-33	NM_001097644	Ccnyl1	+	251
chr1	64736532	64736935	64736732.0	10	5	2	2.4487936123307463e-09	0.0356013376959445	4.789022029022432e-06	478.9022029022431	2.6206233624379764e-06	262.06233624379763	216.8398666584455	1.7147287498583509e-06	NM_022721	Fzd5	-	0	NM_001097644	Ccnyl1	+	-10891
chr1	64955948	64956407	64956204.0	21	9	3	0.0	0.0005048214653541	1.0056946260947106e-05	1005.6946260947104	4.717122052388358e-06	471.7122052388357	533.9824208558748	0.0	NM_001039493	Plekhm3	-	0	NM_027582	Akr1cl	-	56671
chr1	64956763	64957604	64957357.0	19	6	6	7.682743330406083e-14	2.194605601746336e-05	9.09914185514262e-06	909.914185514262	3.144748034925572e-06	314.4748034925572	595.4393820217048	8.665917441164879e-11	NM_001039493	Plekhm3	-	0	NM_027582	Akr1cl	-	55474
chr1	65179021	65179424	65179221.0	11	1	2	6.429301535604283e-13	2.61736535778212e-08	5.267924231924674e-06	526.7924231924675	5.241246724875953e-07	52.412467248759526	474.379955943708	6.642858507781294e-10	NM_001111320	Idh1	-	0	NM_011086	Pikfyve	+	7261
chr1	65354275	65354678	65354359.0	10	3	8	9.952575985572311e-09	0.0014009237309361	4.789022029022432e-06	478.9022029022431	1.5723740174627858e-06	157.23740174627858	321.66480115596454	6.434366648632333e-06	NM_139270	Pth2r	+	0	NM_011086	Pikfyve	+	-75363
chr1	66244878	66245543	66245213.0	27	11	10	0.0	9.448710801540638e-05	1.2930359478360565e-05	1293.0359478360565	5.7653713973635484e-06	576.5371397363548	716.4988080997017	0.0	NM_001039934	Map2	+	0	NM_001310634	Map2	+	76181
chr1	66816516	66816919	66816855.0	11	5	2	1.1102230246251563e-16	0.0356013376959445	5.267924231924674e-06	526.7924231924675	2.6206233624379764e-06	262.06233624379763	264.73008694866985	1.597672112132178e-13	NM_001122738	Kansl1l	-	0	NM_007381	Acadl	-	13781
chr1	66862324	66862868	66862590.0	20	9	7	0.0	0.0059244862267419	9.578044058044865e-06	957.8044058044862	4.717122052388358e-06	471.7122052388357	486.0922005656505	0.0	NM_007381	Acadl	-	0	NM_001122738	Kansl1l	-	-44730
chr1	67039155	67039337	67039355.0	6	2	2	4.206373804827024e-09	0.0204490800896333	2.8734132174134587e-06	287.3413217413459	1.0482493449751903e-06	104.82493449751904	182.51638724382684	2.8508876961472558e-06	NM_021295	Lancl1	-	-284	NM_001190984	Lancl1	-	-322
chr1	69609816	69610219	69610264.0	15	6	7	3.485678412573634e-11	0.0003324596028373	7.183533043533647e-06	718.3533043533647	3.144748034925572e-06	314.4748034925572	403.8785008608076	3.026565241036134e-08	NM_011770	Ikzf2	-	0	NM_029160	Spag16	+	216391
chr1	69686020	69686459	69686220.0	21	8	3	0.0	1.7287200901217048e-05	1.0056946260947106e-05	1005.6946260947104	4.192997379900762e-06	419.2997379900762	586.3948881046343	0.0	NM_011770	Ikzf2	-	-61	NM_029160	Spag16	+	140511
chr1	70776907	70777310	70777107.0	15	7	5	2.4646951146678475e-14	0.0064629435501885	7.183533043533647e-06	718.3533043533647	3.668872707413167e-06	366.8872707413167	351.466033612048	2.9168427982229645e-11	NM_001310658	Vwc2l	+	0	NM_029160	Spag16	+	-51776
chr1	71014004	71014407	71014204.0	20	7	3	0.0	5.371726661207443e-05	9.578044058044865e-06	957.8044058044862	3.668872707413167e-06	366.8872707413167	590.9171350631696	0.0	NM_007525	Bard1	-	13078	NM_177164	Vwc2l	+	-128608
chr1	72225990	72226495	72226292.0	16	7	4	3.1308289294429414e-13	0.0064629435501885	7.66243524643589e-06	766.243524643589	3.668872707413167e-06	366.8872707413167	399.35625390227233	3.3400410414208303e-10	NM_001005423	Mreg	-	-13684	NM_023523	Pecr	-	32641
chr1	72244575	72244623	72244775.0	11	5	1	6.494804694057167e-14	0.0356013376959445	5.267924231924674e-06	526.7924231924675	2.6206233624379764e-06	262.06233624379763	264.73008694866985	7.384914594824916e-11	NM_023523	Pecr	-	14195	NM_001005423	Mreg	-	-32269
chr1	72466152	72466555	72466352.0	8	3	1	1.3266598930528062e-10	0.0388042055082002	3.831217623217945e-06	383.1217623217945	1.5723740174627858e-06	157.23740174627858	225.88436057551596	1.081853543943433e-07	NM_001045533	March4	-	0	NM_009533	Xrcc5	+	-71200
chr1	74586983	74587467	74587264.0	8	3	2	1.3173694912715916e-08	0.0388042055082002	3.831217623217945e-06	383.1217623217945	1.5723740174627858e-06	157.23740174627858	225.88436057551596	8.372425563292077e-06	NM_029888	Zfp142	-	0	NM_001305652	Bcs1l	+	822
chr1	75342786	75343189	75342986.0	24	12	3	0.0	0.0229410663726896	1.1493652869653836e-05	1149.3652869653836	6.289496069851143e-06	628.9496069851143	520.4156799802693	0.0	NM_010043	Des	+	17103	NR_037976	Gm15179	-	25021
chr1	77465780	77466311	77466108.0	15	3	6	8.426592756904938e-14	2.257572101649341e-05	7.183533043533647e-06	718.3533043533647	1.5723740174627858e-06	157.23740174627858	561.1159026070861	9.458489033757931e-11	NM_007936	Epha4	-	0	NR_105770	Mir6352	-	30342
chr1	77505877	77506303	77506088.5	28	16	5	0.0	0.0388886997069878	1.3409261681262808e-05	1340.9261681262808	8.385994759801524e-06	838.5994759801524	502.3266921461284	0.0	NM_007936	Epha4	-	0	NR_105770	Mir6352	-	-9110
chr1	79640202	79640611	79640408.0	17	3	3	0.0	9.99425374015317e-07	8.141337449338133e-06	814.1337449338133	1.5723740174627858e-06	157.23740174627858	656.8963431875347	0.0	NM_183027	Ap1s3	-	0	NM_001111279	Wdfy1	-	61651
chr1	84406950	84407457	84407254.0	8	3	2	1.0017919827021159e-10	0.0036007042008696	3.831217623217945e-06	383.1217623217945	1.5723740174627858e-06	157.23740174627858	225.88436057551596	8.290802161535301e-08	NM_152915	Dner	-	0	NM_001003948	Pid1	-	-122306
chr1	86360242	86360338	86360442.0	12	2	2	1.5698553568199713e-12	1.2982971207886608e-05	5.746826434826917e-06	574.6826434826918	1.0482493449751903e-06	104.82493449751904	469.8577089851728	1.5625227484715875e-09	NR_015507	C130036L24Rik	+	0	NM_010880	Ncl	-	-788
chr1	86442805	86443208	86443005.0	16	8	1	0.0	0.0190137937504718	7.66243524643589e-06	766.243524643589	4.192997379900762e-06	419.2997379900762	346.9437866535128	0.0	NM_027966	Tex44	+	-14757	NM_001319227	Nmur1	-	-53445
chr1	87131966	87132369	87132166.0	36	8	2	0.0	4.370659389962839e-11	1.7240479304480753e-05	1724.0479304480752	4.192997379900762e-06	419.2997379900762	1304.748192457999	0.0	NM_007432	Akp3	+	-4055	NM_001277925	Ecel1	-	15286
chr1	87848904	87849307	87849171.0	24	14	2	0.0	0.0179604763492169	1.1493652869653836e-05	1149.3652869653836	7.337745414826334e-06	733.7745414826334	415.5907454827502	0.0	NM_009118	Sag	+	-3748	NM_177646	Dgkd	+	3913
chr1	88134141	88134962	88134515.0	58	22	5	0.0	1.1127583299241903e-09	2.7776327768330103e-05	2777.63277683301	1.1530742794727095e-05	1153.0742794727096	1624.5584973603006	0.0	NM_201641	Ugt1a10	+	0	NM_201643	Ugt1a5	+	31050
chr1	89454203	89454606	89454403.0	12	5	1	1.1102230246251563e-16	0.0356013376959445	5.746826434826917e-06	574.6826434826918	2.6206233624379764e-06	262.06233624379763	312.62030723889416	1.597672112132178e-13	NM_178119	Agap1	+	205	NR_040482	C030007H22Rik	-	-48071
chr1	89580048	89580451	89580248.0	6	0	1	3.1088030594261795e-08	7.667801682487152e-08	2.8734132174134587e-06	287.3413217413459	0.0	0.0	287.3413217413459	1.882317207616628e-05	NM_178119	Agap1	+	0	NR_015540	4933400F21Rik	-	96056
chr1	89656605	89657008	89656805.0	14	2	1	0.0	1.2982971207886608e-05	6.704630840631404e-06	670.4630840631404	1.0482493449751903e-06	104.82493449751904	565.6381495656213	0.0	NM_178119	Agap1	+	0	NR_015540	4933400F21Rik	-	19499
chr1	93636347	93636453	93636564.5	12	1	2	1.1879386363489175e-14	2.640985498070237e-07	5.746826434826917e-06	574.6826434826918	5.241246724875953e-07	52.412467248759526	522.2701762339323	1.4452882697215491e-11	NM_021537	Stk25	-	-621	NM_145519	Farp2	+	-14372
chr1	97649975	97650556	97650264.0	8	4	2	2.186837266826558e-09	0.0166058714151092	3.831217623217945e-06	383.1217623217945	2.096498689950381e-06	209.6498689950381	173.4718933267564	1.5432612539838913e-06	NM_133825	D1Ertd622e	-	0	NM_173760	Ppip5k2	-	55487
chr1	97659289	97659865	97659622.0	22	14	4	0.0	0.0081479808299393	1.0535848463849348e-05	1053.584846384935	7.337745414826334e-06	733.7745414826334	319.8103049023016	0.0	NM_133825	D1Ertd622e	-	0	NM_173760	Ppip5k2	-	46178
chr1	105663090	105663493	105663290.0	21	10	3	0.0	0.0007935495204701	1.0056946260947106e-05	1005.6946260947104	5.241246724875953e-06	524.1246724875953	481.5699536071153	0.0	NM_013784	Pign	-	0	NM_029349	2310035C23Rik	+	368
chr1	106629664	106630533	106630076.0	58	19	6	0.0	5.019185067567378e-11	2.7776327768330103e-05	2777.63277683301	9.95836877726431e-06	995.836877726431	1781.795899106579	0.0	NM_009741	Bcl2	-	0	NM_177410	Bcl2	-	81632
chr1	106714282	106714685	106714482.0	10	3	1	1.4876988529977098e-14	0.0046832316286579	4.789022029022432e-06	478.9022029022431	1.5723740174627858e-06	157.23740174627858	321.66480115596454	1.7976824415031808e-11	NM_009741	Bcl2	-	0	NM_027534	Kdsr	-	5725
chr1	111864895	111865445	111865168.5	7	0	4	8.27926616153718e-12	2.26929586233382e-13	3.352315420315702e-06	335.2315420315702	0.0	0.0	335.2315420315702	7.68970014311874e-09	NM_001081316	Dsel	-	0	NM_001081386	Cdh19	-	-887524
chr1	119837081	119837484	119837281.0	5	1	1	3.418554264111862e-07	0.0257418165296708	2.394511014511216e-06	239.4511014511216	5.241246724875953e-07	52.412467248759526	187.03863420236203	0.000178141851995	NM_019933	Ptpn4	-	-11	NM_175106	Tmem177	-	70415
chr1	120120840	120121243	120121040.0	26	11	1	0.0	0.0051521995218218	1.245145727545832e-05	1245.1457275458322	5.7653713973635484e-06	576.5371397363548	668.6085878094774	0.0	NM_007830	Dbi	-	0	NM_019432	Tmem37	-	-47061
chr1	120125223	120125762	120125498.0	18	8	7	0.0	0.0190137937504718	8.620239652240376e-06	862.0239652240376	4.192997379900762e-06	419.2997379900762	442.7242272339614	0.0	NM_001172074	3110009E18Rik	+	0	NM_007830	Dbi	-	-4128
chr1	121327980	121328477	121328274.0	39	18	3	0.0	0.0036010378064362	1.867718591318748e-05	1867.718591318748	9.434244104776716e-06	943.4244104776716	924.2941808410768	0.0	NM_178082	Insig2	-	0	NM_001271531	Insig2	-	-303
chr1	121329461	121329721	121329518.0	23	10	3	0.0	0.0155993689184086	1.1014750666751591e-05	1101.4750666751593	5.241246724875953e-06	524.1246724875953	577.350394187564	0.0	NM_178082	Insig2	-	0	NM_001271532	Insig2	-	-1295
chr1	121566968	121567371	121567168.0	10	2	3	4.7073456244106644e-14	0.000337305843837	4.789022029022432e-06	478.9022029022431	1.0482493449751903e-06	104.82493449751904	374.07726840472407	5.4229861663352336e-11	NM_025860	Ddx18	-	0	NM_010483	Htr5b	-	-38504
chr1	125559154	125559571	125559354.0	18	8	4	0.0	0.0190137937504718	8.620239652240376e-06	862.0239652240376	4.192997379900762e-06	419.2997379900762	442.7242272339614	0.0	NM_028787	Slc35f5	+	1445	NM_027677	Gpr39	+	117425
chr1	127419477	127419880	127419677.0	8	1	5	1.4324202202153913e-07	2.0123945261962817e-05	3.831217623217945e-06	383.1217623217945	5.241246724875953e-07	52.412467248759526	330.709295073035	7.90073955661469e-05	NM_145128	Mgat5	+	0	NM_028135	Tmem163	-	70462
