Chr	Start	End	Center	Experiment Insertions	Background insertions	Reference Insertions	pvalue Reference	pvalue Background	Fraction Experiment	TPH Experiment	Fraction background	TPH background	TPH background subtracted	pvalue_adj Reference	Nearest Refseq1	Gene Name1	Direction1	Distance1	Nearest Refseq2	Gene Name2	Direction2	Distance2
chr1	13312590	13312993	13312790.0	8	3	3	1.6835366434264643e-10	0.0142125126220435	3.831217623217945e-06	383.1217623217945	1.5723740174627858e-06	157.23740174627858	225.88436057551596	1.3558208078753558e-07	NM_001302702	Ncoa2	-	0	NM_001081209	Prdm14	-	-185428
chr1	14273282	14273897	14273694.0	9	5	8	4.455324997820753e-13	0.0240594704680136	4.310119826120188e-06	431.0119826120188	2.6206233624379764e-06	262.06233624379763	168.94964636822118	4.685908263817911e-10	NM_010164	Eya1	-	0	NM_010827	Msc	-	479449
chr1	15805938	15806341	15806138.0	10	4	2	3.3306690738754696e-15	0.0095402682407025	4.789022029022432e-06	478.9022029022431	2.096498689950381e-06	209.6498689950381	269.252333907205	4.286956213983258e-12	NM_001286628	Terf1	+	0	NM_001033288	Sbspon	-	47521
chr1	16103442	16104078	16103763.0	11	5	4	5.428990590417016e-14	0.01560102110033	5.267924231924674e-06	526.7924231924675	2.6206233624379764e-06	262.06233624379763	264.73008694866985	6.220525903485463e-11	NM_011291	Rpl7	-	0	NM_133832	Rdh10	+	1804
chr1	16114454	16114857	16114654.0	20	6	5	0.0	2.194605601746336e-05	9.578044058044865e-06	957.8044058044862	3.144748034925572e-06	314.4748034925572	643.3296023119291	0.0	NM_133832	Rdh10	+	0	NM_011291	Rpl7	-	-10022
chr1	16130003	16130406	16130203.0	5	1	1	6.86204175703864e-08	0.0054352934612392	2.394511014511216e-06	239.4511014511216	5.241246724875953e-07	52.412467248759526	187.03863420236203	3.9592486378232885e-05	NM_133832	Rdh10	+	0	NM_011291	Rpl7	-	-25571
chr1	16606264	16606906	16606703.0	12	5	9	1.1929132126553552e-09	0.0063281470423632	5.746826434826917e-06	574.6826434826918	2.6206233624379764e-06	262.06233624379763	312.62030723889416	8.711890252362102e-07	NM_001271016	Ube2w	-	0	NM_001310470	Eloc	-	34819
chr1	16654659	16655062	16654859.0	5	0	2	1.3359029816806256e-06	7.667801682487152e-08	2.394511014511216e-06	239.4511014511216	0.0	0.0	239.4511014511216	0.0006364356845308	NM_001310470	Eloc	-	0	NR_037998	D030040B21Rik	+	2490
chr1	16661485	16661986	16661685.0	53	39	4	0.0	0.0384146123011278	2.5381816753818884e-05	2538.1816753818885	2.0440862227016216e-05	2044.0862227016216	494.0954526802668	0.0	NR_037998	D030040B21Rik	+	0	NM_027415	Tmem70	+	3205
chr1	16662338	16662978	16662699.0	17	7	7	0.0	0.0011126600449447	8.141337449338133e-06	814.1337449338133	3.668872707413167e-06	366.8872707413167	447.24647419249663	0.0	NR_037998	D030040B21Rik	+	-61	NM_027415	Tmem70	+	2213
chr1	17164489	17164994	17164791.0	8	4	4	3.132608239475587e-08	0.0148175742601263	3.831217623217945e-06	383.1217623217945	2.096498689950381e-06	209.6498689950381	173.4718933267564	1.895367983955253e-05	NM_010267	Gdap1	+	-220	NM_020604	Jph1	-	-66601
chr1	17599328	17599910	17599589.0	7	2	6	1.1264604188321314e-06	0.0008852625908383	3.352315420315702e-06	335.2315420315702	1.0482493449751903e-06	104.82493449751904	230.40660753405115	0.0005428983525885	NM_053191	Pi15	+	1991	NR_130314	Gm16070	-	76117
chr1	17600399	17600802	17600599.0	9	5	5	1.5192641589223401e-09	0.021521990328381	4.310119826120188e-06	431.0119826120188	2.6206233624379764e-06	262.06233624379763	168.94964636822118	1.0942718572946084e-06	NM_053191	Pi15	+	1099	NR_130314	Gm16070	-	75225
chr1	17601256	17601765	17601456.0	7	4	3	1.596842991169467e-08	0.038370554077165	3.352315420315702e-06	335.2315420315702	2.096498689950381e-06	209.6498689950381	125.5816730365321	1.0051212740516917e-05	NM_053191	Pi15	+	136	NR_130314	Gm16070	-	74262
chr1	20619272	20619692	20619489.0	14	5	3	0.0	0.0023871755677274	6.704630840631404e-06	670.4630840631404	2.6206233624379764e-06	262.06233624379763	408.4007478193428	0.0	NM_153179	Pkhd1	-	-1216	NR_131249	Lincmd1	+	50190
chr1	20939108	20939571	20939308.0	5	1	2	1.3497372021165075e-06	0.0054352934612392	2.394511014511216e-06	239.4511014511216	5.241246724875953e-07	52.412467248759526	187.03863420236203	0.0006425264489282	NM_028829	Paqr8	+	-353	NM_027974	Efhc1	+	12055
chr1	20998107	20998633	20998307.0	15	3	2	0.0	4.910917566491868e-06	7.183533043533647e-06	718.3533043533647	1.5723740174627858e-06	157.23740174627858	561.1159026070861	0.0	NM_177409	Tram2	-	2764	NM_027974	Efhc1	+	-7267
chr1	21077301	21077717	21077514.0	8	3	4	1.5334416292311914e-08	0.0142125126220435	3.831217623217945e-06	383.1217623217945	1.5723740174627858e-06	157.23740174627858	225.88436057551596	9.675347676371482e-06	NM_177409	Tram2	-	0	NM_027974	Efhc1	+	-86461
chr1	21830018	21830559	21830356.0	37	26	2	0.0	0.0071269507875499	1.7719381507382994e-05	1771.9381507382996	1.3627241484677478e-05	1362.7241484677477	409.2140022705519	0.0	NM_001310477	Kcnq5	-	0	NM_001113187	Khdc1b	+	-443635
chr1	21836352	21836755	21836552.0	5	0	2	1.5775997774802877e-07	1.2748987421318247e-09	2.394511014511216e-06	239.4511014511216	0.0	0.0	239.4511014511216	8.650411775385397e-05	NM_001310477	Kcnq5	-	0	NM_001113187	Khdc1b	+	-449969
chr1	23256594	23256997	23256794.0	9	2	1	3.0409008644483043e-13	0.000337305843837	4.310119826120188e-06	431.0119826120188	1.0482493449751903e-06	104.82493449751904	326.18704811449976	3.2510274681864387e-10	NR_029533	Mir30a	+	15272	NR_029717	Mir30c-2	+	34704
chr1	23258073	23258495	23258292.0	11	3	6	1.5713796930327815e-09	0.0003834082826424	5.267924231924674e-06	526.7924231924675	1.5723740174627858e-06	157.23740174627858	369.5550214461889	1.1284406678648557e-06	NR_029533	Mir30a	+	13774	NR_029717	Mir30c-2	+	33206
chr1	23264053	23264748	23264399.0	13	3	6	1.0236478331648868e-11	9.665392903235316e-05	6.225728637729161e-06	622.5728637729161	1.5723740174627858e-06	157.23740174627858	465.3354620266375	9.399175002051052e-09	NR_029533	Mir30a	+	7521	NR_029717	Mir30c-2	+	26953
chr1	23922789	23923208	23922989.0	11	4	5	1.887379141862766e-15	0.0008976369082115	5.267924231924674e-06	526.7924231924675	2.096498689950381e-06	209.6498689950381	317.1425541974294	2.4790767769968977e-12	NM_028534	Smap1	-	-409	NR_110972	Smap1	-	-13054
chr1	24553125	24553964	24553597.0	18	7	12	0.0	0.0011126600449447	8.620239652240376e-06	862.0239652240376	3.668872707413167e-06	366.8872707413167	495.13669448272094	0.0	NM_007733	Col19a1	-	0	NM_026719	Lmbrd1	+	124580
chr1	24677709	24678401	24677984.5	10	2	3	1.1102230246251563e-16	0.000337305843837	4.789022029022432e-06	478.9022029022431	1.0482493449751903e-06	104.82493449751904	374.07726840472407	1.597672112132178e-13	NM_026719	Lmbrd1	+	143	NM_001310483	Lmbrd1	+	517
chr1	24678953	24679356	24679153.0	6	2	1	7.983680383460978e-11	0.0204490800896333	2.8734132174134587e-06	287.3413217413459	1.0482493449751903e-06	104.82493449751904	182.51638724382684	6.68051823773492e-08	NM_026719	Lmbrd1	+	0	NM_007733	Col19a1	-	-91517
chr1	30872811	30873243	30873040.0	15	7	2	0.0	0.0064629435501885	7.183533043533647e-06	718.3533043533647	3.668872707413167e-06	366.8872707413167	351.466033612048	0.0	NM_001081080	Phf3	-	-9556	NM_011200	Ptp4a1	-	67060
chr1	30947173	30947576	30947373.0	10	4	4	9.529710354172494e-12	0.0095402682407025	4.789022029022432e-06	478.9022029022431	2.096498689950381e-06	209.6498689950381	269.252333907205	8.782414663047455e-09	NM_011200	Ptp4a1	-	0	NR_136907	Gm29669	-	71612
chr1	30948246	30948859	30948576.0	23	14	5	0.0	0.0307986040456895	1.1014750666751591e-05	1101.4750666751593	7.337745414826334e-06	733.7745414826334	367.7005251925259	0.0	NM_011200	Ptp4a1	-	0	NR_136907	Gm29669	-	70329
chr1	33739058	33739506	33739303.0	11	4	3	1.537127536366256e-09	0.0034101597812783	5.267924231924674e-06	526.7924231924675	2.096498689950381e-06	209.6498689950381	317.1425541974294	1.1058612087071727e-06	NM_008999	Rab23	+	0	NM_145392	Bag2	-	5978
chr1	33798215	33798707	33798504.0	9	2	3	2.1122963822506333e-07	0.000337305843837	4.310119826120188e-06	431.0119826120188	1.0482493449751903e-06	104.82493449751904	326.18704811449976	0.0001137403792855	NM_133817	Zfp451	-	0	NM_001290700	Zfp451	-	3253
chr1	33813686	33814089	33813886.0	10	3	1	1.6152634785271405e-12	0.0014009237309361	4.789022029022432e-06	478.9022029022431	1.5723740174627858e-06	157.23740174627858	321.66480115596454	1.6053988337118494e-09	NM_133817	Zfp451	-	0	NM_001161816	Gm15455	-	21810
chr1	33814703	33815257	33814978.5	17	8	4	2.4424906541753444e-14	0.0091739009148389	8.141337449338133e-06	814.1337449338133	4.192997379900762e-06	419.2997379900762	394.8340069437371	2.8930503736412384e-11	NM_133817	Zfp451	-	-109	NM_001161816	Gm15455	-	20642
chr1	34011988	34012912	34012440.0	19	9	8	1.8713530725023017e-10	0.0059244862267419	9.09914185514262e-06	909.914185514262	4.717122052388358e-06	471.7122052388357	438.2019802754262	1.499743279134786e-07	NM_001276764	Dst	+	0	NM_001310484	Bend6	-	-104222
chr1	34040583	34041268	34041056.0	19	9	12	8.577563448408655e-08	0.0059244862267419	9.09914185514262e-06	909.914185514262	4.717122052388358e-06	471.7122052388357	438.2019802754262	4.883106996047252e-05	NM_001276764	Dst	+	0	NR_105861	Mir6896	+	76091
chr1	34073652	34074177	34073974.0	9	2	2	2.4705502643662672e-08	0.000337305843837	4.310119826120188e-06	431.0119826120188	1.0482493449751903e-06	104.82493449751904	326.18704811449976	1.5159334938525244e-05	NM_001276764	Dst	+	0	NR_105861	Mir6896	+	43182
chr1	34109321	34109970	34109521.0	9	2	3	6.860628708471594e-07	0.000337305843837	4.310119826120188e-06	431.0119826120188	1.0482493449751903e-06	104.82493449751904	326.18704811449976	0.0003420470357668	NM_001276764	Dst	+	0	NR_105861	Mir6896	+	7389
chr1	34140713	34141116	34140913.0	16	8	3	2.886579864025407e-14	0.0190137937504718	7.66243524643589e-06	766.243524643589	4.192997379900762e-06	419.2997379900762	346.9437866535128	3.3920803892345244e-11	NM_001276764	Dst	+	0	NM_010081	Dst	+	19214
chr1	34311119	34311522	34311319.0	9	3	1	8.231748616083223e-12	0.0046832316286579	4.310119826120188e-06	431.0119826120188	1.5723740174627858e-06	157.23740174627858	273.77458086574023	7.650211466170019e-09	NM_001276764	Dst	+	-2458	NR_039562	Mir5103	-	121599
chr1	34433810	34434373	34434170.0	15	8	4	1.6253665080512294e-13	0.0372358175201624	7.183533043533647e-06	718.3533043533647	4.192997379900762e-06	419.2997379900762	299.0535663632885	1.7840637970929116e-10	NR_039562	Mir5103	-	-612	NM_027159	Ccdc115	-	2297
chr1	34435238	34435641	34435438.0	22	13	2	0.0	0.0454482810159828	1.0535848463849348e-05	1053.584846384935	6.813620742338739e-06	681.3620742338738	372.2227721510611	0.0	NM_027159	Ccdc115	-	1029	NR_039562	Mir5103	-	-2040
chr1	36059756	36060159	36059956.0	7	2	2	9.221016150640082e-08	0.0204490800896333	3.352315420315702e-06	335.2315420315702	1.0482493449751903e-06	104.82493449751904	230.40660753405115	5.223512735100262e-05	NM_015818	Hs6st1	+	8241	NM_198899	Uggt1	-	79869
chr1	36061558	36061961	36061758.0	5	1	1	1.0271445196607942e-06	0.0257418165296708	2.394511014511216e-06	239.4511014511216	5.241246724875953e-07	52.412467248759526	187.03863420236203	0.0004979949105017	NM_015818	Hs6st1	+	6439	NM_198899	Uggt1	-	78067
chr1	36073313	36073716	36073513.0	20	0	1	0.0	0.0	9.578044058044865e-06	957.8044058044862	0.0	0.0	957.8044058044862	0.0	NM_015818	Hs6st1	+	0	NM_198899	Uggt1	-	66312
chr1	36115854	36116525	36116322.0	7	1	3	1.6607559764070243e-06	0.0009678583861842	3.352315420315702e-06	335.2315420315702	5.241246724875953e-07	52.412467248759526	282.8190747828107	0.0007784111311118	NM_015818	Hs6st1	+	-9409	NM_198899	Uggt1	-	23503
chr1	36129845	36130248	36130045.0	7	1	3	1.813921539861596e-06	0.0009678583861842	3.352315420315702e-06	335.2315420315702	5.241246724875953e-07	52.412467248759526	282.8190747828107	0.000845240191247	NM_198899	Uggt1	-	9780	NR_105862	Mir6897	-	14004
chr1	36368068	36368471	36368268.0	6	1	1	8.803662521206236e-08	0.0054352934612392	2.8734132174134587e-06	287.3413217413459	5.241246724875953e-07	52.412467248759526	234.9288544925864	5.002519398981578e-05	NM_001310513	Kansl3	-	0	NM_001277076	Fer1l5	+	3820
chr1	36469697	36470191	36469897.0	16	6	2	0.0	0.0100115104807754	7.66243524643589e-06	766.243524643589	3.144748034925572e-06	314.4748034925572	451.7687211510319	0.0	NM_033570	Cnnm4	+	1406	NM_001310517	Lman2l	-	-24427
chr1	36896320	36896822	36896619.0	16	6	5	0.0	0.0100115104807754	7.66243524643589e-06	766.243524643589	3.144748034925572e-06	314.4748034925572	451.7687211510319	0.0	NM_018872	Tmem131	-	0	NM_009539	Zap70	+	-113501
chr1	36938348	36938984	36938548.0	15	6	5	4.440892098500626e-16	0.0224401821818769	7.183533043533647e-06	718.3533043533647	3.144748034925572e-06	314.4748034925572	403.8785008608076	6.137433175173423e-13	NM_018872	Tmem131	-	0	NM_009539	Zap70	+	-155529
chr1	37696259	37696662	37696459.0	6	2	1	4.529665309505049e-09	0.0204490800896333	2.8734132174134587e-06	287.3413217413459	1.0482493449751903e-06	104.82493449751904	182.51638724382684	3.056840057299053e-06	NM_028096	2010300C02Rik	-	0	NM_207228	Tsga10	-	57910
chr1	37709668	37710117	37709914.0	10	2	2	1.6109336087311021e-13	0.000337305843837	4.789022029022432e-06	478.9022029022431	1.0482493449751903e-06	104.82493449751904	374.07726840472407	1.7692790386049054e-10	NM_028096	2010300C02Rik	-	0	NM_207228	Tsga10	-	44455
chr1	37872080	37872785	37872280.0	16	6	3	0.0	0.0041795952979509	7.66243524643589e-06	766.243524643589	3.144748034925572e-06	314.4748034925572	451.7687211510319	0.0	NM_001037918	Lipt1	+	0	NM_026913	Mitd1	-	6105
chr1	37872853	37873362	37873159.0	13	5	3	1.1102230246251563e-16	0.0063281470423632	6.225728637729161e-06	622.5728637729161	2.6206233624379764e-06	262.06233624379763	360.51052752911846	1.597672112132178e-13	NM_001037918	Lipt1	+	0	NM_026913	Mitd1	-	5528
chr1	37890678	37891324	37890878.0	12	5	8	6.861211598874206e-11	0.01560102110033	5.746826434826917e-06	574.6826434826918	2.6206233624379764e-06	262.06233624379763	312.62030723889416	5.784310006402067e-08	NM_027098	Mrpl30	+	0	NM_026913	Mitd1	-	-268
chr1	37954906	37955309	37955106.0	5	1	2	1.0541181488799012e-06	0.0054352934612392	2.394511014511216e-06	239.4511014511216	5.241246724875953e-07	52.412467248759526	187.03863420236203	0.0005103541591341	NM_027111	Lyg1	-	0	NM_172054	Txndc9	-	28558
chr1	38972283	38973212	38973009.0	54	22	6	0.0	2.6078883927360685e-05	2.586071895672113e-05	2586.071895672113	1.1530742794727095e-05	1153.0742794727096	1432.9976161994034	0.0	NM_026850	Pdcl3	+	14602	NM_001011684	Nms	+	-22008
chr1	38988009	38988584	38988381.0	14	5	3	0.0	0.0063281470423632	6.704630840631404e-06	670.4630840631404	2.6206233624379764e-06	262.06233624379763	408.4007478193428	0.0	NM_026850	Pdcl3	+	0	NM_001011684	Nms	+	-37734
chr1	39012645	39013121	39012845.0	8	0	6	1.891884229276997e-07	1.8180013050539398e-11	3.831217623217945e-06	383.1217623217945	0.0	0.0	383.1217623217945	0.0001025735585051	NM_026850	Pdcl3	+	-15410	NM_001011684	Nms	+	-62370
chr1	39545593	39546032	39545829.0	9	2	5	9.338213363685456e-07	0.005862117808004	4.310119826120188e-06	431.0119826120188	1.0482493449751903e-06	104.82493449751904	326.18704811449976	0.0004552320769725	NM_028043	Cnot11	+	0	NR_028555	Snord89	-	2715
chr1	39555854	39556552	39556181.0	74	27	6	0.0	3.7185912482584637e-07	3.543876301476599e-05	3543.876301476599	1.4151366157165071e-05	1415.136615716507	2128.739685760092	0.0	NM_001033135	Rnf149	-	0	NR_028555	Snord89	-	-7015
chr1	39575897	39576533	39576097.0	11	4	4	1.2404922644648764e-09	0.0244917522880785	5.267924231924674e-06	526.7924231924675	2.096498689950381e-06	209.6498689950381	317.1425541974294	9.027058276681223e-07	NM_001033135	Rnf149	-	0	NR_028555	Snord89	-	-27058
chr1	40139779	40140182	40139979.0	10	3	1	2.9198865547641623e-14	0.0046832316286579	4.789022029022432e-06	478.9022029022431	1.5723740174627858e-06	157.23740174627858	321.66480115596454	3.429025903802496e-11	NM_010555	Il1r2	+	-14554	NR_037980	Gm16894	-	-53929
chr1	40235588	40236214	40236011.0	21	9	7	0.0	0.0122421334164314	1.0056946260947106e-05	1005.6946260947104	4.717122052388358e-06	471.7122052388357	533.9824208558748	0.0	NM_008362	Il1r1	+	0	NM_001123382	Il1r1	+	30372
chr1	40846655	40847205	40847002.0	9	4	2	1.0565659458450227e-11	0.0244917522880785	4.310119826120188e-06	431.0119826120188	2.096498689950381e-06	209.6498689950381	221.3621136169807	9.682069506020933e-09	NM_001081198	Tmem182	+	0	NM_172499	Mfsd9	-	-55999
chr1	40855143	40855675	40855352.5	27	16	4	0.0	0.0140644569735579	1.2930359478360565e-05	1293.0359478360565	8.385994759801524e-06	838.5994759801524	454.4364718559041	0.0	NM_001081198	Tmem182	+	0	NM_172499	Mfsd9	-	-64487
chr1	40856296	40856699	40856496.0	7	3	1	1.961416584705944e-10	0.0388042055082002	3.352315420315702e-06	335.2315420315702	1.5723740174627858e-06	157.23740174627858	177.99414028529162	1.566785141038675e-07	NM_001081198	Tmem182	+	-1030	NM_172499	Mfsd9	-	-65640
chr1	42693988	42694624	42694421.0	29	9	3	0.0	4.934312958226883e-10	1.3888163884165051e-05	1388.816388416505	4.717122052388358e-06	471.7122052388357	917.1041831776694	0.0	NR_027826	Pantr1	-	0	NM_008900	Pou3f3	+	2522
chr1	42703679	42704082	42703879.0	30	26	1	0.0	0.0305500308414258	1.4367066087067296e-05	1436.7066087067294	1.3627241484677478e-05	1362.7241484677477	73.98246023898173	0.0	NR_027891	2900092D14Rik	+	-504	NR_110495	Pantr2	-	2981
chr1	42705701	42706104	42705901.0	28	22	2	0.0	0.0115539812651306	1.3409261681262808e-05	1340.9261681262808	1.1530742794727095e-05	1153.0742794727096	187.8518886535712	0.0	NR_110495	Pantr2	-	959	NR_027891	2900092D14Rik	+	-2526
chr1	42708852	42709255	42709052.0	9	5	2	1.1508504503821015e-06	0.011268988962428	4.310119826120188e-06	431.0119826120188	2.6206233624379764e-06	262.06233624379763	168.94964636822118	0.000553926397831	NR_110495	Pantr2	-	0	NR_027891	2900092D14Rik	+	-5677
chr1	42710145	42710753	42710550.0	49	46	3	0.0	0.033877149411449	2.3466207942209914e-05	2346.6207942209912	2.4109734934429383e-05	2410.9734934429384	-64.3526992219472	0.0	NR_110495	Pantr2	-	0	NR_027891	2900092D14Rik	+	-6970
chr1	42882151	42882705	42882490.0	25	21	6	5.551115123125784e-16	0.0454708264073339	1.1972555072556078e-05	1197.255507255608	1.10066181222395e-05	1100.6618122239502	96.59369503165772	7.629691341174994e-13	NM_023514	Mrps9	+	0	NM_053107	Gpr45	+	70167
chr1	43099306	43099845	43099506.0	19	12	6	1.5226175875682202e-10	0.0053793364332827	9.09914185514262e-06	909.914185514262	6.289496069851143e-06	628.9496069851143	280.9645785291476	1.2339813383142121e-07	NM_133818	AI597479	+	0	NM_001013025	Tgfbrap1	-	-685
chr1	43827022	43827425	43827222.0	6	0	1	1.1016028311772176e-08	1.2748987421318247e-09	2.8734132174134587e-06	287.3413217413459	0.0	0.0	287.3413217413459	7.079528839967921e-06	NM_026430	Uxs1	-	0	NM_024283	1500015O10Rik	+	-84459
chr1	43969161	43969564	43969361.0	5	1	1	3.21633412569966e-07	0.0009678583861842	2.394511014511216e-06	239.4511014511216	5.241246724875953e-07	52.412467248759526	187.03863420236203	0.000168384396694	NM_009418	Tpp2	+	0	NM_001013799	Mettl21c	-	39844
chr1	44100936	44101677	44101406.0	21	10	10	1.1102230246251563e-16	0.0017844514420392	1.0056946260947106e-05	1005.6946260947104	5.241246724875953e-06	524.1246724875953	481.5699536071153	1.597672112132178e-13	NM_029368	Tex30	-	0	NM_023645	Kdelc1	-	4869
chr1	44103929	44104332	44104129.0	6	0	1	1.807049865298893e-08	1.8180013050539398e-11	2.8734132174134587e-06	287.3413217413459	0.0	0.0	287.3413217413459	1.1285391996914623e-05	NM_029368	Tex30	-	-1542	NM_023645	Kdelc1	-	2214
chr1	44567287	44567768	44567487.0	16	8	3	0.0	0.0017709716024134	7.66243524643589e-06	766.243524643589	4.192997379900762e-06	419.2997379900762	346.9437866535128	0.0	NM_028450	Gulp1	+	0	NR_040602	4930521E06Rik	-	171907
chr1	44568528	44568931	44568728.0	5	1	2	2.104563001203985e-06	0.0006404656316615	2.394511014511216e-06	239.4511014511216	5.241246724875953e-07	52.412467248759526	187.03863420236203	0.000970007610588	NM_028450	Gulp1	+	0	NR_040602	4930521E06Rik	-	170744
chr1	45355562	45356531	45356024.0	50	20	7	0.0	4.172474588060027e-09	2.394511014511216e-05	2394.511014511216	1.0482493449751904e-05	1048.2493449751903	1346.2616695360252	0.0	NM_009930	Col3a1	+	-5857	NM_007737	Col5a2	-	17800
chr1	45472156	45472604	45472364.0	10	5	4	1.0980030695773024e-07	0.0356013376959445	4.789022029022432e-06	478.9022029022431	2.6206233624379764e-06	262.06233624379763	216.8398666584455	6.158543189949936e-05	NM_007737	Col5a2	-	0	NM_009930	Col3a1	+	-122451
chr1	45487831	45488650	45488195.0	16	7	8	1.1136923605548075e-09	0.0027571194772924	7.66243524643589e-06	766.243524643589	3.668872707413167e-06	366.8872707413167	399.35625390227233	8.161461698327157e-07	NM_007737	Col5a2	-	0	NM_009930	Col3a1	+	-138126
chr1	45495064	45495655	45495452.0	13	5	2	3.086420008457935e-14	0.0023871755677274	6.225728637729161e-06	622.5728637729161	2.6206233624379764e-06	262.06233624379763	360.51052752911846	3.616889093629184e-11	NM_007737	Col5a2	-	0	NM_009930	Col3a1	+	-145359
chr1	45495788	45496466	45496176.0	16	4	8	1.1088863161035079e-09	6.620792068701142e-06	7.66243524643589e-06	766.243524643589	2.096498689950381e-06	209.6498689950381	556.5936556485509	8.13164900663723e-07	NM_007737	Col5a2	-	0	NM_009930	Col3a1	+	-146083
chr1	46418934	46419337	46419134.0	10	1	1	0.0	2.427052152143005e-06	4.789022029022432e-06	478.9022029022431	5.241246724875953e-07	52.412467248759526	426.4897356534836	0.0	NM_001310335	Dnah7c	+	6181	NM_001160386	Dnah7b	+	-45385
